stop_id,stop_name,stop_lat,stop_lon,A1,A2,A3,A4,stop_short_name,tts_stop_name,location_type,platform_code,parent_station,stop_code,stop_url,public_visible,jurisdiction,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,last_stop_update,has_pole,pole_material,has_shelter,shelter_code,shelter_maintainer,has_mupi,has_bench,has_trash_bin,has_lighting,has_electricity,docking_bay_type,last_infrastructure_maintenance,last_infrastructure_check,has_stop_sign,stop_sign_maintainer,has_pole_frame,shelter_frame_area_cm,has_pip_real_time,pip_real_time_code,has_h2oa_signage,has_schedules,has_network_map,last_schedules_maintenance,last_schedules_check,last_stop_sign_maintenance,last_stop_sign_check,has_sidewalk,sidewalk_type,has_tactile_schedules,stop_access_type,has_crosswalk,has_tactile_pavement,has_abusive_parking,has_audio_stop_info,wheelchair_boarding,last_accessibility_check,near_health_clinic,near_hospital,near_university,near_school,near_police_station,near_fire_station,near_shopping,near_historic_building,near_transit_office,light_rail,subway,train,boat,airport,bike_sharing,bike_parking,car_parking
140143,AMORA R 1º MAIO (X) AV BAÍA NAT SEIXAL,38.629300,-9.116740,0,0,1,0,,Cruzamento Entre ( Amóra Rua Primeiro De Maio ) E ( Avenida Baía Natural Seixal ),0,,,140143,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140144,AMORA R 1º MAIO (X) AV BAÍA NAT SEIXAL,38.629230,-9.116640,0,0,1,0,,Cruzamento Entre ( Amóra Rua Primeiro De Maio ) E ( Avenida Baía Natural Seixal ),0,,,140144,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140145,AMORA R D BRANCA S CARV7 (C SAÚDE),38.627770,-9.113820,0,0,1,0,,Amóra Rua Dona Branca São Carvalho 7 ( Centro De Saúde ),0,,,140145,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140147,AMORA (R FONTE PRATA) LARGO M A COSTA,38.628900,-9.113040,0,0,1,0,,Amóra ( Rua Fonte Da Prata ) Largo M Á Costa,0,,,140147,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140148,AMORA (R FONTE PRATA) LARGO M A COSTA,38.629000,-9.113010,0,0,1,0,,Amóra ( Rua Fonte Da Prata ) Largo M Á Costa,0,,,140148,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140149,AMORAR OPERÁRIOS15 (X) R P J M VINAGRE,38.631040,-9.115550,0,0,1,0,,Amóra ( Cruzamento Entre ( Rua Operários 15 ) E ( Rua P J M Vinagre ) ),0,,,140149,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140150,AMORAR OPERÁRIOS15 (X) R P J M VINAGRE,38.630980,-9.115630,0,0,1,0,,Amóra ( Cruzamento Entre ( Rua Operários 15 ) E ( Rua P J M Vinagre ) ),0,,,140150,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140151,AMORA (R AMORA FUT CLUBE) CAMPO FUTEBOL,38.632460,-9.117870,0,0,1,0,,Amóra ( Rua Amóra Fut Clube ) Campo Futebol,0,,,140151,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140152,AMORA (R AMORA FUT CLUBE) CAMPO FUTEBOL,38.632370,-9.117850,0,0,1,0,,Amóra ( Rua Amóra Fut Clube ) Campo Futebol,0,,,140152,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140155,AMORA (R CACHEU 29) PARQUE MUNICIPAL,38.629660,-9.121710,0,0,1,0,,Amóra ( Rua Cacheu 29 ) Parque Municipal,0,,,140155,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140156,AMORA (R CACHEU 29) PARQUE MUNICIPAL,38.629760,-9.121620,0,0,1,0,,Amóra ( Rua Cacheu 29 ) Parque Municipal,0,,,140156,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140157,AMORA (R CACHEU 50),38.630700,-9.124250,0,0,1,0,,Amóra ( Rua Cacheu 50 ),0,,,140157,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140158,AMORA (R CACHEU 50),38.630600,-9.124250,0,0,1,0,,Amóra ( Rua Cacheu 50 ),0,,,140158,,1,,,,Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140161,CRUZ PAU R INF D AUGUSTO 74 (IEFP),38.628010,-9.125900,0,0,1,0,,Cruz Pau Rua Infante Dom Augusto 74 ( Centro De Emprego E Formação ),0,,,140161,,1,,,,Cruz de Pau,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140162,CRUZ PAU R INF D AUGUSTO 74 (IEFP),38.628000,-9.125810,0,0,1,0,,Cruz Pau Rua Infante Dom Augusto 74 ( Centro De Emprego E Formação ),0,,,140162,,1,,,,Cruz de Pau,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140167,Foros de Amora P1,38.620520,-9.128127,0,0,1,0,,Foros De Amóra ( P 1 ),0,,,140167,,1,,,,Foros de Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140168,FOROS AMORA (ESTAÇÃO),38.620800,-9.128390,0,0,1,0,,Foros Amóra ( Estação ),0,,,140168,,1,,,,Foros de Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140193,PINHAL C CUNHA (R ADOLFO CAS MONT) 74,38.610609,-9.134919,0,0,1,0,,Pinhal Do Conde Da Cunha ( Rua Adolfo Cas Mont ) 74,0,,,140193,,1,,,,Pinhal de Cima,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,1,353,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140194,PINHAL C CUNHA (R ADOLFO CAS MONT) 74,38.610623,-9.134818,0,0,1,0,,Pinhal Do Conde Da Cunha ( Rua Adolfo Cas Mont ) 74,0,,,140194,,1,,,,Pinhal de Cima,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140201,FOROS AMORA (ESTR FOROS AMORA 204),38.609500,-9.125100,0,0,1,0,,Foros Amóra ( Estrada Foros Amóra 204 ),0,,,140201,,1,,,,Foros de Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140202,FOROS AMORA (ESTR FOROS AMORA 204),38.609600,-9.125140,0,0,1,0,,Foros Amóra ( Estrada Foros Amóra 204 ),0,,,140202,,1,,,,Foros de Amora,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140203,ESTR FOROS AMORA 167A (ROTUNDA/ FARM),38.610200,-9.125130,0,0,1,0,,Estrada Foros Amóra 167 Á ( Rotunda/ Farmácia ),0,,,140203,,1,,,,Alenquer,,,1510,Seixal,15,Setúbal,PT170,AML,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
