code,name,geocoder_address,address,locality,municipality,district,postal_code,nature,cicle
507544,Jardim de Infância A Palmeira,"Rua 5 de Outubro - Bairro do Pinheiro Grande, 2955-042 PINHAL NOVO, Palmela, Portugal",Rua 5 de Outubro - Bairro do Pinheiro Grande,PINHAL NOVO,Palmela,Setúbal,2955-042,Privado,Pré-escolar|1º Ciclo|2º Ciclo
290040,"Escola Básica de Cortegaça, Sintra","R. da República, 2715-311 ALMARGEM DO BISPO, Sintra, Portugal",R. da República,ALMARGEM DO BISPO,Sintra,Lisboa,2715-311,Publico,Pré-escolar|1º Ciclo
243504,"Escola Básica de São João de Deus, Lisboa","R. Caetano Alberto, 1000-283 LISBOA, Lisboa, Portugal",R. Caetano Alberto,LISBOA,Lisboa,Lisboa,1000-283,Publico,1º Ciclo
244790,"Escola Básica n.º 2 da Bobadela, Loures","Rua dos Eucaliptos, 2695-004 BOBADELA LRS, Loures, Portugal",Rua dos Eucaliptos,BOBADELA LRS,Loures,Lisboa,2695-004,Publico,1º Ciclo
341423,"Escola Básica Eugénio dos Santos, Lisboa","R. Luís Augusto Palmeirim, 1700-272 LISBOA, Lisboa, Portugal",R. Luís Augusto Palmeirim,LISBOA,Lisboa,Lisboa,1700-272,Publico,2º Ciclo|3º Ciclo
403209,"Escola Secundária da Amora, Seixal","R. Mário Sacramento, 2845-122 AMORA, Seixal, Portugal",R. Mário Sacramento,AMORA,Seixal,Setúbal,2845-122,Publico,3º Ciclo|Secundário|Profissional
803244,Externato O Mundo dos Sentidos,"Rua Domingos Saraiva, n.º 16 e 16 A, 2725-286 MEM MARTINS, Sintra, Portugal","Rua Domingos Saraiva, n.º 16 e 16 A",MEM MARTINS,Sintra,Lisboa,2725-286,Privado,Pré-escolar
502534,CEBE - Cooperativa de Ensino de Benfica,"Estrada de Benfica, nº 356, 1500-099 LISBOA, Lisboa, Portugal","Estrada de Benfica, nº 356",LISBOA,Lisboa,Lisboa,1500-099,Privado,Pré-escolar|1º Ciclo
244284,"Escola Básica da Quinta da Vala, Vila Franca de Xira","Praceta Projectada à Av. Capitão Meleças, 2615-091 ALVERCA DO RIBATEJO, Vila Franca de Xira, Portugal",Praceta Projectada à Av. Capitão Meleças,ALVERCA DO RIBATEJO,Vila Franca de Xira,Lisboa,2615-091,Publico,Pré-escolar|1º Ciclo
330334,"Escola Básica Maria do Carmo Serrote, Sesimbra","Rua António José de Almeida - Quinta do Conde, 2975-316 QUINTA DO CONDE, Sesimbra, Portugal",Rua António José de Almeida - Quinta do Conde,QUINTA DO CONDE,Sesimbra,Setúbal,2975-316,Publico,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
518141,Jardim de Infância António Pinheiro Pinto Basto - Centro De Assistência Social De Belas,"Rua João José De Aguiar, n.º 31, 2605-031 BELAS, Sintra, Portugal","Rua João José De Aguiar, n.º 31",BELAS,Sintra,Lisboa,2605-031,Privado,Pré-escolar
504464,Externato Pica-Pau,"Rua do Poder Local Nº73 - Serra da Amoreira, 2620-390 RAMADA, Odivelas, Portugal",Rua do Poder Local Nº73 - Serra da Amoreira,RAMADA,Odivelas,Lisboa,2620-390,Privado,Pré-escolar|1º Ciclo
340881,"Escola Básica e Secundária D. Martinho Vaz de Castelo Branco, Póvoa de Santa Iria, Vila Franca de Xira","R. Américo Costa - Quinta da Piedade, 2626-504 PÓVOA DE SANTA IRIA, Vila Franca de Xira, Portugal",R. Américo Costa - Quinta da Piedade,PÓVOA DE SANTA IRIA,Vila Franca de Xira,Lisboa,2626-504,Publico,2º Ciclo|3º Ciclo|Secundário
804150,L e L - Languages for Life,"Avenida Dom João II, Lote 4.53.01, Bloco B - Parque das Nações, 1990-100 LISBOA, Lisboa, Portugal","Avenida Dom João II, Lote 4.53.01, Bloco B - Parque das Nações",LISBOA,Lisboa,Lisboa,1990-100,Privado,Extra-escolar
250363,Escola Básica n.º 1 de Alcochete,"R. Rui de Sousa Vinagre, 2890-090 ALCOCHETE, Alcochete, Portugal",R. Rui de Sousa Vinagre,ALCOCHETE,Alcochete,Setúbal,2890-090,Publico,Pré-escolar|1º Ciclo
806510,Bebés Fidalgos,"Rua Quinta da Lapinha, n.º 4 - Urbanização dos Fidalguinhos, 2835-316 LAVRADIO, Barreiro, Portugal","Rua Quinta da Lapinha, n.º 4 - Urbanização dos Fidalguinhos",LAVRADIO,Barreiro,Setúbal,2835-316,Privado,Pré-escolar
288536,"Escola Básica Ary dos Santos, Montijo","R. das Margaridas, 2870-290 MONTIJO, Montijo, Portugal",R. das Margaridas,MONTIJO,Montijo,Setúbal,2870-290,Publico,Pré-escolar|1º Ciclo
247224,Escola Básica n.º 2 da Moita,"R. António Sérgio, 2860-436 MOITA, Moita, Portugal",R. António Sérgio,MOITA,Moita,Setúbal,2860-436,Publico,Pré-escolar|1º Ciclo
620373,"Jardim de Infância do Milharado, Mafra","Milharado, 2665-314 MILHARADO, Mafra, Portugal",Milharado,MILHARADO,Mafra,Lisboa,2665-314,Publico,Pré-escolar
248885,"Escola Básica do Arneiro, Sassoeiros, Cascais","Urbanização Engenheiro Dinis nº 167 Arneiro, 2775-528 CARCAVELOS, Cascais, Portugal",Urbanização Engenheiro Dinis nº 167 Arneiro,CARCAVELOS,Cascais,Lisboa,2775-528,Publico,Pré-escolar|1º Ciclo
516995,Jardim De Infância Da Obra Social Paulo VI,"Av. Marechal Craveiro Lopes 3, 1700-277 LISBOA, Lisboa, Portugal",Av. Marechal Craveiro Lopes 3,LISBOA,Lisboa,Lisboa,1700-277,Privado,Pré-escolar
340388,"Escola Básica de Azeitão, Vila Nogueira de Azeitão, Setúbal","R. António Mª Oliveira Parreira, 2925-507 AZEITÃO, Setúbal, Portugal",R. António Mª Oliveira Parreira,AZEITÃO,Setúbal,Setúbal,2925-507,Publico,2º Ciclo|3º Ciclo
401705,"Escola Secundária Fernando Namora, Amadora","R. Luís Vaz de Camões, 2650-197 AMADORA, Amadora, Portugal",R. Luís Vaz de Camões,AMADORA,Amadora,Lisboa,2650-197,Publico,3º Ciclo|Secundário|Profissional
518232,Associação Promotora Da Criança,"Quinta Da Raposa - R. Joaquim Correia  Freitas Nº 2, 2635-001 RIO DE MOURO, Sintra, Portugal",Quinta Da Raposa - R. Joaquim Correia  Freitas Nº 2,RIO DE MOURO,Sintra,Lisboa,2635-001,Privado,Pré-escolar
804157,Lua Crescente,"Estrada da Circunvalação, Lote 2 Olivais, 1800-136 LISBOA, Lisboa, Portugal","Estrada da Circunvalação, Lote 2 Olivais",LISBOA,Lisboa,Lisboa,1800-136,Privado,Pré-escolar|1º Ciclo
287740,"Escola Básica de Colaride, Agualva, Sintra","R. Monte da Tapada, 2735-442 AGUALVA-CACÉM, Sintra, Portugal",R. Monte da Tapada,AGUALVA-CACÉM,Sintra,Lisboa,2735-442,Publico,Pré-escolar|1º Ciclo
806191,Colégio Jardim d'Alfragide,"Largo do Traquinas , Alfragide, 2610-177 AMADORA, Amadora, Portugal","Largo do Traquinas , Alfragide",AMADORA,Amadora,Lisboa,2610-177,Privado,Pré-escolar
518578,Jardim Infantil da Casa do Povo de Vialonga,"Rua Olival Santo, S/N, 2625-585 VIALONGA, Vila Franca de Xira, Portugal","Rua Olival Santo, S/N",VIALONGA,Vila Franca de Xira,Lisboa,2625-585,Privado,Pré-escolar
503277,"Externato ""Roque Gameiro""","Avenida Manuel da Maia, nº 1 - A - R/C - Esq., 2720-400 AMADORA, Amadora, Portugal","Avenida Manuel da Maia, nº 1 - A - R/C - Esq.",AMADORA,Amadora,Lisboa,2720-400,Privado,Pré-escolar|1º Ciclo
235222,"Escola Básica Samuel Johnson, Murganhal, Oeiras","Rua Carlos Pereira, 2760-144 CAXIAS, Oeiras, Portugal",Rua Carlos Pereira,CAXIAS,Oeiras,Lisboa,2760-144,Publico,1º Ciclo
214383,"Escola Básica da Quinta de São Sebastião, Castanheira do Ribatejo, Vila Franca de Xira","Rua da Cevadeira, 2600-711 CASTANHEIRA DO RIBATEJO, Vila Franca de Xira, Portugal",Rua da Cevadeira,CASTANHEIRA DO RIBATEJO,Vila Franca de Xira,Lisboa,2600-711,Publico,1º Ciclo
340741,"Escola Básica D. Fernando II, Sintra","R. António Cunha, 2710-531 SINTRA, Sintra, Portugal",R. António Cunha,SINTRA,Sintra,Lisboa,2710-531,Publico,2º Ciclo|3º Ciclo
516600,Jardim de Infância O Botãozinho,"Rua De Luanda, Nº 256, 2775-232 PAREDE, Cascais, Portugal","Rua De Luanda, Nº 256",PAREDE,Cascais,Lisboa,2775-232,Privado,Pré-escolar
253662,Escola Básica n.º 6 do Barreiro,"R. Voz do Operário, 2830-100 BARREIRO, Barreiro, Portugal",R. Voz do Operário,BARREIRO,Barreiro,Setúbal,2830-100,Publico,Pré-escolar|1º Ciclo
342440,"Escola Básica Padre Abílio Mendes, Barreiro","R. Maria Lamas, 2830-088 BARREIRO, Barreiro, Portugal",R. Maria Lamas,BARREIRO,Barreiro,Setúbal,2830-088,Publico,2º Ciclo|3º Ciclo
519110,Creche E Jardim De Infância Do Pão De Açucar (Aipica),"Pctª Capitães De Abril,Nº 10 R/C (Traseiras), 2805-111 ALMADA, Almada, Portugal","Pctª Capitães De Abril,Nº 10 R/C (Traseiras)",ALMADA,Almada,Setúbal,2805-111,Privado,Pré-escolar
519571,Jardim De Infância Centro De Apoio Sócio Cultural - Unidade Zambujalense,"Zambujal De Baixo, 2970-130 SESIMBRA, Sesimbra, Portugal",Zambujal De Baixo,SESIMBRA,Sesimbra,Setúbal,2970-130,Privado,Pré-escolar
253376,"Escola Básica de Areias, Montijo","R. Antero de  Quental, 2870-254 MONTIJO, Montijo, Portugal",R. Antero de  Quental,MONTIJO,Montijo,Setúbal,2870-254,Publico,Pré-escolar|1º Ciclo
516661,Jardim de Infância da Associação Actividades Sociais do Bairro 2 de Maio,"Largo Do Cantinho, 1300-116 LISBOA, Lisboa, Portugal",Largo Do Cantinho,LISBOA,Lisboa,Lisboa,1300-116,Privado,Pré-escolar
403234,"Escola Secundária da Baixa da Banheira, Vale da Amoreira, Moita","Praceta Maria Helena Vieira da Silva, 2835-220 VALE DA AMOREIRA, Moita, Portugal",Praceta Maria Helena Vieira da Silva,VALE DA AMOREIRA,Moita,Setúbal,2835-220,Publico,3º Ciclo|Secundário|Profissional
521942,Escola Luis Madureira (Stª Casa Misericórdia Da Amadora),"Estrada Da Portela - Quinta Das Torres, 2610-143 AMADORA, Amadora, Portugal",Estrada Da Portela - Quinta Das Torres,AMADORA,Amadora,Lisboa,2610-143,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
223906,"Escola Básica de Foros do Trapo, Montijo","R. António Mª Eusébio, 2985-000 PEGÕES, Montijo, Portugal",R. António Mª Eusébio,PEGÕES,Montijo,Setúbal,2985-000,Publico,1º Ciclo
342014,"Escola Básica e Secundária Luís António Verney, Lisboa","R. Marquês de Olhão, 1900-330 LISBOA, Lisboa, Portugal",R. Marquês de Olhão,LISBOA,Lisboa,Lisboa,1900-330,Publico,2º Ciclo|3º Ciclo|Secundário|Artistico
238417,"Escola Básica da Quinta das Dálias, Famões, Odivelas","Rua Quinta das Dálias, 1685-871 FAMÕES, Odivelas, Portugal",Rua Quinta das Dálias,FAMÕES,Odivelas,Lisboa,1685-871,Publico,Pré-escolar|1º Ciclo
243220,"Escola Básica Prista Monteiro, Lisboa","R. Prista Monteiro, 1600-792 LISBOA, Lisboa, Portugal",R. Prista Monteiro,LISBOA,Lisboa,Lisboa,1600-792,Publico,Pré-escolar|1º Ciclo
290051,"Escola Básica de Pêro Pinheiro, Sintra","R. Rosa Diamantina Gonçalves Caroço, 2715-113 PERO PINHEIRO, Sintra, Portugal",R. Rosa Diamantina Gonçalves Caroço,PERO PINHEIRO,Sintra,Lisboa,2715-113,Publico,Pré-escolar|1º Ciclo
249488,"Escola Básica de Unhos, Catujal, Loures","Rotunda Projectada à Rua José Ferreira, 2685-024 SACAVÉM, Loures, Portugal",Rotunda Projectada à Rua José Ferreira,SACAVÉM,Loures,Lisboa,2685-024,Publico,Pré-escolar|1º Ciclo
804257,TOCÁBRINCAR,"Praça Cidade de Omura, n.º 3, loja A, 2735-570 AGUALVA-CACÉM, Sintra, Portugal","Praça Cidade de Omura, n.º 3, loja A",AGUALVA-CACÉM,Sintra,Lisboa,2735-570,Privado,Pré-escolar
803078,"Escola de Música, Dança e de Artes Dramáticas de Lisboa","Rua do Norte, 13 - Carnide, 1600-537 LISBOA, Lisboa, Portugal","Rua do Norte, 13 - Carnide",LISBOA,Lisboa,Lisboa,1600-537,Privado,Artistico
800004,A Mamã Coelha,"Rua Francisco Marques Beato, n.º 71, R/c, 1885-034 MOSCAVIDE, Loures, Portugal","Rua Francisco Marques Beato, n.º 71, R/c",MOSCAVIDE,Loures,Lisboa,1885-034,Privado,Pré-escolar
231370,"Escola Básica de Marco Cabaço, Charneca de Caparica, Almada","R. Sebastião da Gama, 2820-210 CHARNECA DA CAPARICA, Almada, Portugal",R. Sebastião da Gama,CHARNECA DA CAPARICA,Almada,Setúbal,2820-210,Publico,1º Ciclo
295668,"Escola Básica Pintora Maluda, Lisboa","Rua Maluda, 1750-465 LISBOA, Lisboa, Portugal",Rua Maluda,LISBOA,Lisboa,Lisboa,1750-465,Publico,Pré-escolar|1º Ciclo
806701,Jardim de Infância Estrelas de Luz,"Av. Fernando Valle, Lt. 30, Loja B, 2700-392 AMADORA, Amadora, Portugal","Av. Fernando Valle, Lt. 30, Loja B",AMADORA,Amadora,Lisboa,2700-392,Privado,Pré-escolar
293945,Escola Básica do Barreiro,"R. Armindo de Almeida, 2830-275 BARREIRO, Barreiro, Portugal",R. Armindo de Almeida,BARREIRO,Barreiro,Setúbal,2830-275,Publico,Pré-escolar|1º Ciclo
804086,"Jardim De Infância Do Catica, Alto Da Malhada","Rua Ribeiro Das Naus, N.º 2 - Alto Da Malhada, 2830-515 COINA, Barreiro, Portugal","Rua Ribeiro Das Naus, N.º 2 - Alto Da Malhada",COINA,Barreiro,Setúbal,2830-515,Privado,Pré-escolar
503680,Escola Alemã de Lisboa,"Rua Prof. Francisco Lucas Pires, 1600-891 LISBOA, Lisboa, Portugal",Rua Prof. Francisco Lucas Pires,LISBOA,Lisboa,Lisboa,1600-891,Privado,
249350,"Escola Básica da Quinta de Nossa Senhora do Monte Sião, Torre da Marinha, Seixal","Pct. Francisco Adolfo Coelho, 2840-409 SEIXAL, Seixal, Portugal",Pct. Francisco Adolfo Coelho,SEIXAL,Seixal,Setúbal,2840-409,Publico,Pré-escolar|1º Ciclo
503400,Associação Escola 31 de Janeiro,"Rua José Elias Garcia, nº 711, 2775-218 PAREDE, Cascais, Portugal","Rua José Elias Garcia, nº 711",PAREDE,Cascais,Lisboa,2775-218,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
508494,Associação Ester Janz,"Avenida Infante D. Henrique, 286, 1950-421 LISBOA, Lisboa, Portugal","Avenida Infante D. Henrique, 286",LISBOA,Lisboa,Lisboa,1950-421,Privado,Pré-escolar|1º Ciclo
806268,Centro de Línguas Anglo-Francês de Pinhal Novo,"Avenida Alexandre Herculano, 1 -  2.º Esq. Letra G, 2955-112 PINHAL NOVO, Palmela, Portugal","Avenida Alexandre Herculano, 1 -  2.º Esq. Letra G",PINHAL NOVO,Palmela,Setúbal,2955-112,Privado,Extra-escolar
802812,Escola Profissional de Imagem (ETIC),"Rua D. Luís I, nº 4 e n.º 6, 1200-151 LISBOA, Lisboa, Portugal","Rua D. Luís I, nº 4 e n.º 6",LISBOA,Lisboa,Lisboa,1200-151,Privado,Profissional
803674,"Jardim de Infância ""Sol da Primavera""","Rua José Vicente Oliveira Júnior, Lt 2, 2845-541 AMORA, Seixal, Portugal","Rua José Vicente Oliveira Júnior, Lt 2",AMORA,Seixal,Setúbal,2845-541,Privado,Pré-escolar
803634,Jardim Infantil do Laboratório Nacional de Engenharia Civil,"Av. do Brasil, nº 101, 1700-066 LISBOA, Lisboa, Portugal","Av. do Brasil, nº 101",LISBOA,Lisboa,Lisboa,1700-066,Privado,Pré-escolar
517094,Jardim de Infância do Centro Social Paroquial Nossa Senhora da Penha de França,"Rua Francisco Pedro Curado, 5, 1170-139 LISBOA, Lisboa, Portugal","Rua Francisco Pedro Curado, 5",LISBOA,Lisboa,Lisboa,1170-139,Privado,Pré-escolar
239276,"Escola Básica n.º 1 do Laranjeiro, Almada","R. Francisco Sousa Tavares, 2810-224 ALMADA, Almada, Portugal",R. Francisco Sousa Tavares,ALMADA,Almada,Setúbal,2810-224,Publico,Pré-escolar|1º Ciclo
800367,Colégio Flor da Linha,"Rua José Moreira Rato, nº 3, 2770-106 PAÇO DE ARCOS, Oeiras, Portugal","Rua José Moreira Rato, nº 3",PAÇO DE ARCOS,Oeiras,Lisboa,2770-106,Privado,Pré-escolar
800434,Colégio Santo André,"Casal das Andorinhas -Quinta dos Estrangeiros, 2665-601 VENDA DO PINHEIRO, Mafra, Portugal",Casal das Andorinhas -Quinta dos Estrangeiros,VENDA DO PINHEIRO,Mafra,Lisboa,2665-601,Privado,1º Ciclo|2º Ciclo|3º Ciclo|Secundário
503034,"Externato ""A Escolinha""","Rua Fernão Mendes Pinto, nº 41, 1400-145 LISBOA, Lisboa, Portugal","Rua Fernão Mendes Pinto, nº 41",LISBOA,Lisboa,Lisboa,1400-145,Privado,Pré-escolar|1º Ciclo
249385,"Escola Básica Cremilde Castro e Norvinda Silva, Almada","Qt. da Corvina, 2825-832 TRAFARIA, Almada, Portugal",Qt. da Corvina,TRAFARIA,Almada,Setúbal,2825-832,Publico,Pré-escolar|1º Ciclo
806178,Colégio Cosme e Damião,"Rua Francisco Costa, lote 24 - Lojas 1 e 2, 2635-584 RIO DE MOURO, Sintra, Portugal","Rua Francisco Costa, lote 24 - Lojas 1 e 2",RIO DE MOURO,Sintra,Lisboa,2635-584,Privado,1º Ciclo
236354,"Escola Básica n.º 1 de Aldeia do Juso, Cascais","Lg. Prof. Egas Moniz, 2750-000 CASCAIS, Cascais, Portugal",Lg. Prof. Egas Moniz,CASCAIS,Cascais,Lisboa,2750-000,Publico,1º Ciclo
800492,Colégio dos Arcos,"Avenida Ventura Terra, n.º 12, 1600-781 LISBOA, Lisboa, Portugal","Avenida Ventura Terra, n.º 12",LISBOA,Lisboa,Lisboa,1600-781,Privado,Pré-escolar
502388,Colégio D. Maria II,"Rua Direita de Massamá  n.º 181, 2745-757 QUELUZ, Sintra, Portugal",Rua Direita de Massamá  n.º 181,QUELUZ,Sintra,Lisboa,2745-757,Privado,Pré-escolar
517483,Jardim Infantil da Associação Vida Abundante,"R. Dr. João Gomes Patacão, nº 26 B, 1885-046 MOSCAVIDE, Loures, Portugal","R. Dr. João Gomes Patacão, nº 26 B",MOSCAVIDE,Loures,Lisboa,1885-046,Privado,Pré-escolar
207287,"Escola Básica de Batudes, Palmela","R. Juventude, 2950-056 PALMELA, Palmela, Portugal",R. Juventude,PALMELA,Palmela,Setúbal,2950-056,Publico,1º Ciclo
288172,"Jardim de Infância Nossa Senhora do Vale, Caxias, Oeiras","R. Damão, 2760-041 CAXIAS, Oeiras, Portugal",R. Damão,CAXIAS,Oeiras,Lisboa,2760-041,Publico,Pré-escolar
212672,"Jardim de Infância do Carvalhinho, Moita","Travessa da Escola Primária, 2860-342 MOITA, Moita, Portugal",Travessa da Escola Primária,MOITA,Moita,Setúbal,2860-342,Publico,Pré-escolar
523343,Jardim de Infância O Caracol,"Praça da Liberdade, n.º 5 - Quinta da Lomba, 2830-121 BARREIRO, Barreiro, Portugal","Praça da Liberdade, n.º 5 - Quinta da Lomba",BARREIRO,Barreiro,Setúbal,2830-121,Privado,Pré-escolar
806488,Jardim de Infância Boneca de Corda,"Praceta Marquesa de Alorna, n.º 8-R/c, 2675-225 ODIVELAS, Odivelas, Portugal","Praceta Marquesa de Alorna, n.º 8-R/c",ODIVELAS,Odivelas,Lisboa,2675-225,Privado,Pré-escolar
272863,"Escola Básica do Sanatório do Outão, Setúbal","Hospital Ortopédico do Outão, 2900-182 SETÚBAL, Setúbal, Portugal",Hospital Ortopédico do Outão,SETÚBAL,Setúbal,Setúbal,2900-182,Publico,1º Ciclo
342324,"Escola Básica de Camarate, Loures","Rua Eduardo Augusto Pinto, 2680-113 CAMARATE, Loures, Portugal",Rua Eduardo Augusto Pinto,CAMARATE,Loures,Lisboa,2680-113,Publico,2º Ciclo|3º Ciclo
507143,Colégio O Mundo da Criança,"R. Lagoa da Palha Velha, Lote 2/9, 2955-001 PINHAL NOVO, Palmela, Portugal","R. Lagoa da Palha Velha, Lote 2/9",PINHAL NOVO,Palmela,Setúbal,2955-001,Privado,Pré-escolar
249312,"Escola Básica n.º 2 de Tires, Cascais","Rua dos Cabecinhos, Urbanização Nova, 2785-159 SÃO DOMINGOS DE RANA, Cascais, Portugal","Rua dos Cabecinhos, Urbanização Nova",SÃO DOMINGOS DE RANA,Cascais,Lisboa,2785-159,Publico,1º Ciclo
403489,"Escola Secundária Professor José Augusto Lucas, Linda-a-Velha, Oeiras","Avenida Carolina Michaellis, 2795-051 LINDA A VELHA, Oeiras, Portugal",Avenida Carolina Michaellis,LINDA A VELHA,Oeiras,Lisboa,2795-051,Publico,3º Ciclo|Secundário
341812,"Escola Básica José Afonso, Alhos Vedros, Moita","Rua Maria Veleda, 2860-000 MOITA, Moita, Portugal",Rua Maria Veleda,MOITA,Moita,Setúbal,2860-000,Publico,2º Ciclo|3º Ciclo
802742,Escola Profissional Gustave Eiffel (Delegação doLumiar),"Alameda das Linhas de Torres, n.º 179, 1750-142 LISBOA, Lisboa, Portugal","Alameda das Linhas de Torres, n.º 179",LISBOA,Lisboa,Lisboa,1750-142,Privado,Profissional|3º Ciclo
246013,"Escola Básica Maria Irene Lopes de Azevedo, Venda Nova, Amadora","Lg. António Feliciano de Castilho, 2700-073 AMADORA, Amadora, Portugal",Lg. António Feliciano de Castilho,AMADORA,Amadora,Lisboa,2700-073,Publico,Pré-escolar|1º Ciclo
803842,Jardim de Infância Quina,"Rua Almirante Gago Coutinho, 91, 2620-371 RAMADA, Odivelas, Portugal","Rua Almirante Gago Coutinho, 91",RAMADA,Odivelas,Lisboa,2620-371,Privado,Pré-escolar
250223,"Escola Básica Alice Vieira, Lisboa","R. Vila de Catió, 1800-000 LISBOA, Lisboa, Portugal",R. Vila de Catió,LISBOA,Lisboa,Lisboa,1800-000,Publico,Pré-escolar|1º Ciclo
253236,"Escola Básica n.º 5 de Camarate, Loures","Rua Luísa de Gusmão, 2680-001 CAMARATE, Loures, Portugal",Rua Luísa de Gusmão,CAMARATE,Loures,Lisboa,2680-001,Publico,1º Ciclo
506941,Colégio O Cantinho dos Amigos,"Av. José Afonso, n.º 59 - Vale da Romeira, 2840-736 SEIXAL, Seixal, Portugal","Av. José Afonso, n.º 59 - Vale da Romeira",SEIXAL,Seixal,Setúbal,2840-736,Privado,Pré-escolar|1º Ciclo
804169,Nós - Associação de Pais e Técnicos Para a Integração do Deficiente,"Rua Salgueiro Maia, 25, 2835-346 LAVRADIO, Barreiro, Portugal","Rua Salgueiro Maia, 25",LAVRADIO,Barreiro,Setúbal,2835-346,Privado,Especial
518270,Externato do Ensino Primário do Centro Social Paroquial de São João das Lampas - Secção,"Avenida 1.º Maio, n.º 128, 2705-737 SÃO JOÃO DAS LAMPAS, Sintra, Portugal","Avenida 1.º Maio, n.º 128",SÃO JOÃO DAS LAMPAS,Sintra,Lisboa,2705-737,Privado,Pré-escolar
503903,Externato Eduarda Maria,"Rua Machado dos Santos, n.º 395 - r/c, 2775-236 PAREDE, Cascais, Portugal","Rua Machado dos Santos, n.º 395 - r/c",PAREDE,Cascais,Lisboa,2775-236,Privado,Pré-escolar|1º Ciclo
239367,Escola Básica n.º 1 de Lisboa,"Lg. da Escola Municipal, 1150-146 LISBOA, Lisboa, Portugal",Lg. da Escola Municipal,LISBOA,Lisboa,Lisboa,1150-146,Publico,Pré-escolar|1º Ciclo
800134,CECD - Centro de Educação para o Cidadão Deficiente,"Av. 25 de Abril, 190, 2735-418 AGUALVA-CACÉM, Sintra, Portugal","Av. 25 de Abril, 190",AGUALVA-CACÉM,Sintra,Lisboa,2735-418,Privado,Especial
804181,Colégio Vale dos Pintassilgos,"Rua das Manteigada, 38, 2910-241 SETÚBAL, Setúbal, Portugal","Rua das Manteigada, 38",SETÚBAL,Setúbal,Setúbal,2910-241,Privado,Pré-escolar|1º Ciclo
517689,Jardim de Infância do Centro Social da Ericeira,"Rua Das Eiras, Nº 3, 2655-268 ERICEIRA, Mafra, Portugal","Rua Das Eiras, Nº 3",ERICEIRA,Mafra,Lisboa,2655-268,Privado,Pré-escolar
803516,Colégio Quinta do Visconde,"Rua Luís de Camões - Lote 1 - Pinhal do Duque, 2835-655 SANTO ANTÓNIO DA CHARNECA, Barreiro, Portugal",Rua Luís de Camões - Lote 1 - Pinhal do Duque,SANTO ANTÓNIO DA CHARNECA,Barreiro,Setúbal,2835-655,Privado,Pré-escolar
290154,"Escola Básica do Sabugo e Vale de Lobos, Sabugo, Sintra","R. Prof. Rosa Génio Alves, 2715-395 ALMARGEM DO BISPO, Sintra, Portugal",R. Prof. Rosa Génio Alves,ALMARGEM DO BISPO,Sintra,Lisboa,2715-395,Publico,Pré-escolar|1º Ciclo
518591,Jardim Infantil da Quinta dos Bacelos,"Estrada Casal da Coxa, n.º 18 - Quinta dos Bacelos - Alto da Agruela, 2600-013 VILA FRANCA DE XIRA, Vila Franca de Xira, Portugal","Estrada Casal da Coxa, n.º 18 - Quinta dos Bacelos - Alto da Agruela",VILA FRANCA DE XIRA,Vila Franca de Xira,Lisboa,2600-013,Privado,Pré-escolar|1º Ciclo
710014,Centro Infantil Padre Baltazar - Centro Social Paroquial Nossa Senhora da Conceição da Costa de Caparica,"Avenida 1.º De Maio, n.º 21, 2825-396 COSTA DE CAPARICA, Almada, Portugal","Avenida 1.º De Maio, n.º 21",COSTA DE CAPARICA,Almada,Setúbal,2825-396,Privado,Pré-escolar
404354,"Escola Profissional de Ciências Geográficas, Lisboa","Rua Artilharia 1, nº 107 - Edif. 1 - 1º Piso, 1099-052 LISBOA, Lisboa, Portugal","Rua Artilharia 1, nº 107 - Edif. 1 - 1º Piso",LISBOA,Lisboa,Lisboa,1099-052,Publico,Profissional
518130,Centro Comunitário Da Xetaria,"Rua Da Suécia Campina Grande, 2605-231 BELAS, Sintra, Portugal",Rua Da Suécia Campina Grande,BELAS,Sintra,Lisboa,2605-231,Privado,Pré-escolar
507283,Jardim De Infância Da Unidade Integrada De Atendimento À Distância,"Quinta Do Texugo - Casais De Sampaio, 2970-577 SESIMBRA, Sesimbra, Portugal",Quinta Do Texugo - Casais De Sampaio,SESIMBRA,Sesimbra,Setúbal,2970-577,Privado,Pré-escolar
516960,Obra Das Crianças Da Freguesia Da Lapa,"Rua Borges Carneiro, 65, 1200-617 LISBOA, Lisboa, Portugal","Rua Borges Carneiro, 65",LISBOA,Lisboa,Lisboa,1200-617,Privado,Pré-escolar
800488,"Colégio do Parque do Falcão, Lda.","Rua Júlio Augusto Henriques, 7, 2840-212 SEIXAL, Seixal, Portugal","Rua Júlio Augusto Henriques, 7",SEIXAL,Seixal,Setúbal,2840-212,Privado,Pré-escolar|1º Ciclo|2º Ciclo
342210,"Escola Básica de Miraflores, Algés, Oeiras","Rua 25 de Novembro de 1975 - Miraflores, 1495-156 ALGÉS, Oeiras, Portugal",Rua 25 de Novembro de 1975 - Miraflores,ALGÉS,Oeiras,Lisboa,1495-156,Publico,1º Ciclo|2º Ciclo|3º Ciclo
