code,name,geocoder_address,address,locality,municipality,district,postal_code,nature,cicle
504210,Jardim Escola João De Deus - Olivais,"Rua Cidade Vila Cabral - Olivais Sul, 1800-131 LISBOA, Lisboa, Portugal",Rua Cidade Vila Cabral - Olivais Sul,LISBOA,Lisboa,Lisboa,1800-131,Privado,Pré-escolar|1º Ciclo
518268,Escola Do Povo Das Mercês,"Av. Da Bela Vista, 2635-173 RIO DE MOURO, Sintra, Portugal",Av. Da Bela Vista,RIO DE MOURO,Sintra,Lisboa,2635-173,Privado,Pré-escolar
517471,Jardim De Infância Da Associação Dr. João Dos Santos,"Rua Do Museu Tauromáquico, N.º 68 Bairro De Santa Maria - Pinheiro De Loures, 2670-563 LOURES, Loures, Portugal","Rua Do Museu Tauromáquico, N.º 68 Bairro De Santa Maria - Pinheiro De Loures",LOURES,Loures,Lisboa,2670-563,Privado,Pré-escolar
290257,"Escola Básica de Ouressa, Mem Martins, Sintra","R. João Mª Magalhães Ferraz - Bº de Ouressa, 2725-338 MEM MARTINS, Sintra, Portugal",R. João Mª Magalhães Ferraz - Bº de Ouressa,MEM MARTINS,Sintra,Lisboa,2725-338,Publico,Pré-escolar|1º Ciclo
800334,Colégio Arte & Manha,"Rua António Monteiro, 5, 2640-488 MAFRA, Mafra, Portugal","Rua António Monteiro, 5",MAFRA,Mafra,Lisboa,2640-488,Privado,Pré-escolar|1º Ciclo
800221,Centro Pedagógico Einstein,"Rua da Escola Secundária, n.º 104, 2890-006 ALCOCHETE, Alcochete, Portugal","Rua da Escola Secundária, n.º 104",ALCOCHETE,Alcochete,Setúbal,2890-006,Privado,Extra-escolar
504142,Externato Nobel,"Alameda D. Afonso Henriques, nº 78 - R/C, 1000-125 LISBOA, Lisboa, Portugal","Alameda D. Afonso Henriques, nº 78 - R/C",LISBOA,Lisboa,Lisboa,1000-125,Privado,Pré-escolar|1º Ciclo
250790,"Escola Básica n.º 2 da Cova da Piedade, Almada","R. de Mazagão, 2800-000 ALMADA, Almada, Portugal",R. de Mazagão,ALMADA,Almada,Setúbal,2800-000,Publico,Pré-escolar|1º Ciclo
806671,Os Pequenos Marqueses,"Rua Marechal Costa Gomes, Lote 18, r/c - Urbanização Terraços do Marquês, 2780-329 OEIRAS, Oeiras, Portugal","Rua Marechal Costa Gomes, Lote 18, r/c - Urbanização Terraços do Marquês",OEIRAS,Oeiras,Lisboa,2780-329,Privado,Pré-escolar
251252,Escola Básica da Moita,"R. do Varino, 2860-453 MOITA, Moita, Portugal",R. do Varino,MOITA,Moita,Setúbal,2860-453,Publico,Pré-escolar|1º Ciclo
243577,"Escola Básica do Bairro Afonso Costa, Setúbal","Bairro Afonso Costa, 2910-000 SETÚBAL, Setúbal, Portugal",Bairro Afonso Costa,SETÚBAL,Setúbal,Setúbal,2910-000,Publico,Pré-escolar|1º Ciclo
344667,"Escola Básica da Bobadela, Loures","Bairro Manuel Dinis - Praceta Miguel Torga, 2695-061 BOBADELA LRS, Loures, Portugal",Bairro Manuel Dinis - Praceta Miguel Torga,BOBADELA LRS,Loures,Lisboa,2695-061,Publico,1º Ciclo|2º Ciclo|3º Ciclo
237644,"Escola Básica José Jorge Letria, Cascais","Lg. Maestro Taborda, 5, 2750-498 CASCAIS, Cascais, Portugal","Lg. Maestro Taborda, 5",CASCAIS,Cascais,Lisboa,2750-498,Publico,Pré-escolar|1º Ciclo
402242,"Escola Secundária de Miraflores, Algés, Oeiras","Avenida General Norton de Matos, 1495-148 ALGÉS, Oeiras, Portugal",Avenida General Norton de Matos,ALGÉS,Oeiras,Lisboa,1495-148,Publico,3º Ciclo|Secundário
330140,"Escola Básica Sophia de Mello Breyner, Portela, Oeiras","Rua Pedro Homem de Melo, 2794-053 CARNAXIDE, Oeiras, Portugal",Rua Pedro Homem de Melo,CARNAXIDE,Oeiras,Lisboa,2794-053,Publico,2º Ciclo|3º Ciclo
342300,"Escola Básica Mouzinho da Silveira, Baixa da Banheira, Moita","Rua Manuel da Fonseca, 2835-136 BAIXA DA BANHEIRA, Moita, Portugal",Rua Manuel da Fonseca,BAIXA DA BANHEIRA,Moita,Setúbal,2835-136,Publico,2º Ciclo|3º Ciclo
340339,"Escola Básica Aristides de Sousa Mendes, Póvoa de Santa Iria, Vila Franca de Xira","Av. Dom Vicente Afonso Valente, 2625-000 PÓVOA DE SANTA IRIA, Vila Franca de Xira, Portugal",Av. Dom Vicente Afonso Valente,PÓVOA DE SANTA IRIA,Vila Franca de Xira,Lisboa,2625-000,Publico,2º Ciclo|3º Ciclo
342520,"Escola Básica Paula Vicente, Lisboa","R. Gonçalves Zarco, 1449-034 LISBOA, Lisboa, Portugal",R. Gonçalves Zarco,LISBOA,Lisboa,Lisboa,1449-034,Publico,2º Ciclo|3º Ciclo
803780,Jardim de Infância O Barco do Mimo,"Rua Tomás da Anunciação - Casal Gouveia, 2745-698 QUELUZ, Sintra, Portugal",Rua Tomás da Anunciação - Casal Gouveia,QUELUZ,Sintra,Lisboa,2745-698,Privado,Pré-escolar
517550,Instituto Português De Pedagogia Infantil,"Rua Dr. António José De Almeida, 16, 2620-131 PÓVOA DE SANTO ADRIÃO, Odivelas, Portugal","Rua Dr. António José De Almeida, 16",PÓVOA DE SANTO ADRIÃO,Odivelas,Lisboa,2620-131,Privado,Pré-escolar
401328,"Escola Básica e Secundária D. João V, Damaia, Amadora","R. Mª Lamas, 2720-364 AMADORA, Amadora, Portugal",R. Mª Lamas,AMADORA,Amadora,Lisboa,2720-364,Publico,2º Ciclo|3º Ciclo|Secundário|Profissional
250351,"Escola Básica de Serradas, Sintra","Caminho de Moncorvo, 2635-452 RIO DE MOURO, Sintra, Portugal",Caminho de Moncorvo,RIO DE MOURO,Sintra,Lisboa,2635-452,Publico,Pré-escolar|1º Ciclo
253765,"Escola Básica de Santo Condestável, Lisboa","R. Pereira e Sousa, 60, 1350-237 LISBOA, Lisboa, Portugal","R. Pereira e Sousa, 60",LISBOA,Lisboa,Lisboa,1350-237,Publico,Pré-escolar|1º Ciclo
806514,Kairos Montessori,"Quinta da Marinha - Rua do Mirante, 2750-004 CASCAIS, Cascais, Portugal",Quinta da Marinha - Rua do Mirante,CASCAIS,Cascais,Lisboa,2750-004,Privado,1º Ciclo|2º Ciclo
244168,"Escola Básica n.º 2 de Alhandra, Vila Franca de Xira","Rua João de Deus, 2600-445 ALHANDRA, Vila Franca de Xira, Portugal",Rua João de Deus,ALHANDRA,Vila Franca de Xira,Lisboa,2600-445,Publico,1º Ciclo
518529,Jardim Infantil Da Associação Popular De Apoio À Criança - Caniços,"Rua Fernando Pessoa - Quinta Dos Caniços, 2625-079 PÓVOA DE SANTA IRIA, Vila Franca de Xira, Portugal",Rua Fernando Pessoa - Quinta Dos Caniços,PÓVOA DE SANTA IRIA,Vila Franca de Xira,Lisboa,2625-079,Privado,Pré-escolar
517811,Jardim de Infância do Centro Social Paroquial Nossa Senhora do Cabo de Linda-a-Velha,"Rua dos Lusíadas, nº 4, 2795-127 LINDA A VELHA, Oeiras, Portugal","Rua dos Lusíadas, nº 4",LINDA A VELHA,Oeiras,Lisboa,2795-127,Privado,Pré-escolar
710033,Centro Infantil Manuel da Maia,"Av. Manuel da Maia, 48, 1000-203 LISBOA, Lisboa, Portugal","Av. Manuel da Maia, 48",LISBOA,Lisboa,Lisboa,1000-203,Publico,Pré-escolar
800133,CEAS - Centro Educativo e Apoio Social (Casa Pia de Lisboa),"Ptª Interior-Quarteirão E-Urb. Nª Srº Conceição, 2825-058 CAPARICA, Almada, Portugal",Ptª Interior-Quarteirão E-Urb. Nª Srº Conceição,CAPARICA,Almada,Setúbal,2825-058,Publico,Pré-escolar
803784,Jardim de Infância O Cavalinho Pimpão,"Rua José Rodrigues Cadete, 167 - Bairro da Alagoa - Conceição da Abóbada, 2785-011 SÃO DOMINGOS DE RANA, Cascais, Portugal","Rua José Rodrigues Cadete, 167 - Bairro da Alagoa - Conceição da Abóbada",SÃO DOMINGOS DE RANA,Cascais,Lisboa,2785-011,Privado,Pré-escolar
252876,"Jardim de Infância de Pintéus, Loures","R. Castelo Picao, 2660-001 FRIELAS, Loures, Portugal",R. Castelo Picao,FRIELAS,Loures,Lisboa,2660-001,Publico,Pré-escolar
206246,"Escola Básica do Bairro Alentejano, Palmela","R. Escola, 2950-528 QUINTA DO ANJO, Palmela, Portugal",R. Escola,QUINTA DO ANJO,Palmela,Setúbal,2950-528,Publico,Pré-escolar|1º Ciclo
806538,A Ilha,"Rua Campo Rodrigues, n.º 16, 2910-452 SETÚBAL, Setúbal, Portugal","Rua Campo Rodrigues, n.º 16",SETÚBAL,Setúbal,Setúbal,2910-452,Privado,Pré-escolar
516806,Jardim Infantil João Paulo II,"Avenida das Forças Armadas (ao Colégio Universitário Pio XII), 1600-083 LISBOA, Lisboa, Portugal",Avenida das Forças Armadas (ao Colégio Universitário Pio XII),LISBOA,Lisboa,Lisboa,1600-083,Privado,Pré-escolar
631115,"Jardim de Infância de Amoreiras, Setúbal","R. de Badajoz, nº 11, 2900-258 SETÚBAL, Setúbal, Portugal","R. de Badajoz, nº 11",SETÚBAL,Setúbal,Setúbal,2900-258,Publico,Pré-escolar
295656,"Escola Básica São Miguel do Milharado, Milharado, Mafra","Quinta do Munhoz - Milharado, 2665-313 MILHARADO, Mafra, Portugal",Quinta do Munhoz - Milharado,MILHARADO,Mafra,Lisboa,2665-313,Publico,Pré-escolar|1º Ciclo
294548,"Escola Básica de Alverca - Malva Rosa, Alverca do Ribatejo, Vila Franca de Xira","Urbanização Malva Rosa, 2615-001 ALVERCA DO RIBATEJO, Vila Franca de Xira, Portugal",Urbanização Malva Rosa,ALVERCA DO RIBATEJO,Vila Franca de Xira,Lisboa,2615-001,Publico,Pré-escolar|1º Ciclo
523252,Jardim de Infância da Associação de Bem Estar Infantil da Freguesia de Vialonga - Casal da Aboboreira,"Rua Da Bela Vista, N.º 2 - Casal Da Aboboreira, 2625-647 VIALONGA, Vila Franca de Xira, Portugal","Rua Da Bela Vista, N.º 2 - Casal Da Aboboreira",VIALONGA,Vila Franca de Xira,Lisboa,2625-647,Privado,Pré-escolar
290075,"Escola Básica de Vale Mourão, Sintra","R. Natália Correia, 2635-475 RIO DE MOURO, Sintra, Portugal",R. Natália Correia,RIO DE MOURO,Sintra,Lisboa,2635-475,Publico,Pré-escolar|1º Ciclo
236263,"Jardim de Infância Padre Agostinho da Mota, Albarraque, Sintra","Estrada Nacional 249/4, 2635-032 RIO DE MOURO, Sintra, Portugal",Estrada Nacional 249/4,RIO DE MOURO,Sintra,Lisboa,2635-032,Publico,Pré-escolar
800451,Colégio da Beloura,"Alameda da Fonte Velha, 39  - Quinta da Beloura I, 2710-694 SINTRA, Sintra, Portugal","Alameda da Fonte Velha, 39  - Quinta da Beloura I",SINTRA,Sintra,Lisboa,2710-694,Privado,1º Ciclo
806378,"Escola Profissional Jean Piaget, Almada","Quinta da Arreinela, 2800-009 ALMADA, Almada, Portugal",Quinta da Arreinela,ALMADA,Almada,Setúbal,2800-009,Privado,Profissional
507702,Saint Peters International School,"Quinta  dos Barreleiros - CCI 3952 -  Volta da Pedra, 2950-201 PALMELA, Palmela, Portugal",Quinta  dos Barreleiros - CCI 3952 -  Volta da Pedra,PALMELA,Palmela,Setúbal,2950-201,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
523150,Jardim de Infância Canteiro dos Sonhos,"Avenida Infante D. Henrique, nº 42, 2730-098 BARCARENA, Oeiras, Portugal","Avenida Infante D. Henrique, nº 42",BARCARENA,Oeiras,Lisboa,2730-098,Privado,Pré-escolar
295516,"Escola Básica de São Miguel de Alcainça, Alcainça, Mafra","Rua da Junta de Freguesia - Alcainça, 2640-749 SÃO MIGUEL DE ALCAINÇA, Mafra, Portugal",Rua da Junta de Freguesia - Alcainça,SÃO MIGUEL DE ALCAINÇA,Mafra,Lisboa,2640-749,Publico,Pré-escolar|1º Ciclo
519479,Jardim De Infância A Cegonha - Centro Social De Palmela,"Rua Da Liberdade, 2950-312 PALMELA, Palmela, Portugal",Rua Da Liberdade,PALMELA,Palmela,Setúbal,2950-312,Privado,Pré-escolar
806750,Creche Planeta dos Traquinas,"Avenida D. Vicente Afonso Valente, n.º 8 - loja A, 2625-214 PÓVOA DE SANTA IRIA, Vila Franca de Xira, Portugal","Avenida D. Vicente Afonso Valente, n.º 8 - loja A",PÓVOA DE SANTA IRIA,Vila Franca de Xira,Lisboa,2625-214,Privado,Pré-escolar
803309,Creche Bicesse - Santa Casa Da Misericórdia De Cascais,"Rua João Villaret - Bairro Cabeço De Bicesse, 2645-620 ALCABIDECHE, Cascais, Portugal",Rua João Villaret - Bairro Cabeço De Bicesse,ALCABIDECHE,Cascais,Lisboa,2645-620,Privado,Pré-escolar
800063,Academia dos Miúdos,"Rua Alfredo Guisado,  n.º 19, loja A, 1500-030 LISBOA, Lisboa, Portugal","Rua Alfredo Guisado,  n.º 19, loja A",LISBOA,Lisboa,Lisboa,1500-030,Privado,Pré-escolar
800327,Colégio Académico,"Avenida da República, 13 e 13 C, 1050-185 LISBOA, Lisboa, Portugal","Avenida da República, 13 e 13 C",LISBOA,Lisboa,Lisboa,1050-185,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
246967,"Jardim de Infância de Salemas, Loures","R. da Escola, 2670-769 LOUSA LRS, Loures, Portugal",R. da Escola,LOUSA LRS,Loures,Lisboa,2670-769,Publico,Pré-escolar
293878,"Escola Básica Zeca Afonso, Pinhal Novo, Palmela","R. Zeca Afonso, 2955-220 PINHAL NOVO, Palmela, Portugal",R. Zeca Afonso,PINHAL NOVO,Palmela,Setúbal,2955-220,Publico,Pré-escolar|1º Ciclo
521759,Jardim de Infância O Papagaio - Centro Paroquial de Acção Social Padre Manuel Gonçalves,"Rua Maria Matos - Bairro Da Caneira, 2870-354 MONTIJO, Montijo, Portugal",Rua Maria Matos - Bairro Da Caneira,MONTIJO,Montijo,Setúbal,2870-354,Privado,Pré-escolar
206635,"Escola Básica de Barra Cheia, Moita","Estrada Municipal 1020, 2860-217 ALHOS VEDROS, Moita, Portugal",Estrada Municipal 1020,ALHOS VEDROS,Moita,Setúbal,2860-217,Publico,1º Ciclo
295541,"Escola Básica de Porto Pinheiro, Odivelas","Rua Fernando Lopes Graça, 2675-557 ODIVELAS, Odivelas, Portugal",Rua Fernando Lopes Graça,ODIVELAS,Odivelas,Lisboa,2675-557,Publico,Pré-escolar|1º Ciclo
507234,"Externato ""Jardim em Flor""","Qt. de Cima-R. M. Judice da Costa, 2840-000 SEIXAL, Seixal, Portugal",Qt. de Cima-R. M. Judice da Costa,SEIXAL,Seixal,Setúbal,2840-000,Privado,Pré-escolar
802825,Escola Profissional de Recuperação do Património de Sintra,"Avenida Prof. Dr. Fernando de Almeida - Odrinhas, 2705-739 SÃO JOÃO DAS LAMPAS, Sintra, Portugal",Avenida Prof. Dr. Fernando de Almeida - Odrinhas,SÃO JOÃO DAS LAMPAS,Sintra,Lisboa,2705-739,Privado,Profissional
401020,"Escola Secundária Braamcamp Freire, Pontinha, Odivelas","R. Dr. Gama Barros, 1679-002 PONTINHA, Odivelas, Portugal",R. Dr. Gama Barros,PONTINHA,Odivelas,Lisboa,1679-002,Publico,3º Ciclo|Secundário|Profissional
504117,Externato O Nial,"Rua Padre José de Anchieta, n.º 25, 2725-071 MEM MARTINS, Sintra, Portugal","Rua Padre José de Anchieta, n.º 25",MEM MARTINS,Sintra,Lisboa,2725-071,Privado,Pré-escolar|1º Ciclo
800426,Colégio São Francisco de Assis,"Lagoas Park, Edifício CSFA, Lote 17, 2740-262 PORTO SALVO, Oeiras, Portugal","Lagoas Park, Edifício CSFA, Lote 17",PORTO SALVO,Oeiras,Lisboa,2740-262,Privado,Pré-escolar|1º Ciclo
246086,"Escola Básica n.º 2 do Feijó, Almada","Rua Alfredo Simões Pimenta, 2810-010 ALMADA, Almada, Portugal",Rua Alfredo Simões Pimenta,ALMADA,Almada,Setúbal,2810-010,Publico,1º Ciclo
800314,Colégio Catarina de Bragança,"Rua Santo António, nº 3, 2710-413 SINTRA, Sintra, Portugal","Rua Santo António, nº 3",SINTRA,Sintra,Lisboa,2710-413,Privado,Pré-escolar|1º Ciclo
519480,Jardim De Infância Do Centro Social Da Quinta Do Anjo,"Rua Venâncio Da Costa Lima, 138, 2950-701 QUINTA DO ANJO, Palmela, Portugal","Rua Venâncio Da Costa Lima, 138",QUINTA DO ANJO,Palmela,Setúbal,2950-701,Privado,Pré-escolar
800424,Colégio Rik & Rok,"Avenida José Garcês, 34 - Centro Comercial Dolce Vita Tejo, 2650-997 AMADORA, Amadora, Portugal","Avenida José Garcês, 34 - Centro Comercial Dolce Vita Tejo",AMADORA,Amadora,Lisboa,2650-997,Privado,Pré-escolar
645151,"Jardim de Infância de Pegões-Gare, Pegões, Montijo","R. 25 de Abril, 2985-270 PEGÕES, Montijo, Portugal",R. 25 de Abril,PEGÕES,Montijo,Setúbal,2985-270,Publico,Pré-escolar
505250,Jardim Infantil Bela Vista,"Rua Drª.  Madalena Perdigão, nº 1 - A, 2650-007 AMADORA, Amadora, Portugal","Rua Drª.  Madalena Perdigão, nº 1 - A",AMADORA,Amadora,Lisboa,2650-007,Privado,Pré-escolar
517926,Jardim de Infância Tão Balalão - Santa Casa Da Misericórdia De Oeiras,"Rua da Escola Primária, 2740-057 PORTO SALVO, Oeiras, Portugal",Rua da Escola Primária,PORTO SALVO,Oeiras,Lisboa,2740-057,Privado,Pré-escolar
503800,Externato A Sementinha Mágica,"R. D. Pedro I, nº 12, 2735-311 AGUALVA-CACÉM, Sintra, Portugal","R. D. Pedro I, nº 12",AGUALVA-CACÉM,Sintra,Lisboa,2735-311,Privado,Pré-escolar
806000,PaRK International School - Alfragide,"Rua da Indústria, n.º 15, 2610-088 AMADORA, Amadora, Portugal","Rua da Indústria, n.º 15",AMADORA,Amadora,Lisboa,2610-088,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
803255,Externato Santa Catarina,"R. Padre José da Felicidade Alves, 1495-688 CRUZ QUEBRADA-DAFUNDO, Oeiras, Portugal",R. Padre José da Felicidade Alves,CRUZ QUEBRADA-DAFUNDO,Oeiras,Lisboa,1495-688,Privado,Pré-escolar|1º Ciclo
253819,"Escola Básica Barbosa du Bocage, Póvoa de Santo Adrião, Odivelas","R. Alzira Beatriz Pacheco, 2620-186 RAMADA, Odivelas, Portugal",R. Alzira Beatriz Pacheco,RAMADA,Odivelas,Lisboa,2620-186,Publico,Pré-escolar|1º Ciclo
800064,ACORDARTE - Academia de Música de Lisboa Secção - Oeiras,"Rua Manuel de Arriaga, n.º 2 Loja A, 2780-132 OEIRAS, Oeiras, Portugal","Rua Manuel de Arriaga, n.º 2 Loja A",OEIRAS,Oeiras,Lisboa,2780-132,Privado,Artistico
238193,"Escola Básica Padre Himalaia, Damaia, Amadora","R. Catarina Eufémia, 2720-094 AMADORA, Amadora, Portugal",R. Catarina Eufémia,AMADORA,Amadora,Lisboa,2720-094,Publico,1º Ciclo
400403,"Escola Básica e Secundária Professor Reynaldo dos Santos, Vila Franca de Xira","Bom Retiro - Rua 28 de Março, 2600-053 VILA FRANCA DE XIRA, Vila Franca de Xira, Portugal",Bom Retiro - Rua 28 de Março,VILA FRANCA DE XIRA,Vila Franca de Xira,Lisboa,2600-053,Publico,2º Ciclo|3º Ciclo|Secundário|Profissional
518451,Jardim De Infância Associação De Promoção Social Castanheira Do Ribatejo,"Rua Padre Antonio Bianchi, N.º 2, 2600-605 CASTANHEIRA DO RIBATEJO, Vila Franca de Xira, Portugal","Rua Padre Antonio Bianchi, N.º 2",CASTANHEIRA DO RIBATEJO,Vila Franca de Xira,Lisboa,2600-605,Privado,Pré-escolar
344643,"Escola Básica de Santa Iria de Azoia, Loures","R. D. Pedro V-Pirescoxe, 2690-373 SANTA IRIA DE AZÓIA, Loures, Portugal",R. D. Pedro V-Pirescoxe,SANTA IRIA DE AZÓIA,Loures,Lisboa,2690-373,Publico,2º Ciclo|3º Ciclo
505079,Colégio do Bom Sucesso,"Rua Bartolomeu Dias, n. º 53, 1400-026 LISBOA, Lisboa, Portugal","Rua Bartolomeu Dias, n. º 53",LISBOA,Lisboa,Lisboa,1400-026,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
290129,"Escola Básica de Bolembre, Magoito, Sintra","Rua da Escola Nova n.º 6, 2705-542 SÃO JOÃO DAS LAMPAS, Sintra, Portugal",Rua da Escola Nova n.º 6,SÃO JOÃO DAS LAMPAS,Sintra,Lisboa,2705-542,Publico,Pré-escolar|1º Ciclo
800293,Centro de Línguas Santana,"Edifício Campo da Bola, Bloco F, R/C Esq., 2970-826 SESIMBRA, Sesimbra, Portugal","Edifício Campo da Bola, Bloco F, R/C Esq.",SESIMBRA,Sesimbra,Setúbal,2970-826,Privado,Extra-escolar
503149,Colégio Os Filhotes,"R. Basilio Teles, nº  5  R/C  Esq., 2740-025 PORTO SALVO, Oeiras, Portugal","R. Basilio Teles, nº  5  R/C  Esq.",PORTO SALVO,Oeiras,Lisboa,2740-025,Privado,Pré-escolar
800018,AEMAR - Instituto de Tecnologias Náuticas,"Complexo de Estudos Náuticos - Av. Eng. Bonneville Franco - Espargal, 2770-058 PAÇO DE ARCOS, Oeiras, Portugal",Complexo de Estudos Náuticos - Av. Eng. Bonneville Franco - Espargal,PAÇO DE ARCOS,Oeiras,Lisboa,2770-058,Privado,Profissional|3º Ciclo
522557,Jardim de Infância Panioli - Secretariado Diocesano de Lisboa da Obra Nacional da Pastoral dos Ciganos,"Avenida Dr. Bensaúde, 24, 1849-029 LISBOA, Lisboa, Portugal","Avenida Dr. Bensaúde, 24",LISBOA,Lisboa,Lisboa,1849-029,Privado,Pré-escolar
523914,Academia Musical dos Amigos das Crianças,"Rua Dom Luís I, n.º 19, 1200-807 LISBOA, Lisboa, Portugal","Rua Dom Luís I, n.º 19",LISBOA,Lisboa,Lisboa,1200-807,Privado,Artistico
504853,Jardim de Infância Azul e Rosa,"Rua 25 de Abril - Vivenda Girassol, 2680-353 UNHOS, Loures, Portugal",Rua 25 de Abril - Vivenda Girassol,UNHOS,Loures,Lisboa,2680-353,Privado,Pré-escolar
517914,Jardim De Infância O Chorão - Santa Casa Da Misericórdia De Oeiras,"Rua Casa das Letras Lajes, 2740-305 PORTO SALVO, Oeiras, Portugal",Rua Casa das Letras Lajes,PORTO SALVO,Oeiras,Lisboa,2740-305,Privado,Pré-escolar
239598,"Escola Básica n.º 1 de Mem Martins, Sintra","R. Actor António Silva - Bairro de S. Carlos, 2725-170 MEM MARTINS, Sintra, Portugal",R. Actor António Silva - Bairro de S. Carlos,MEM MARTINS,Sintra,Lisboa,2725-170,Publico,Pré-escolar|1º Ciclo
238478,"Escola Básica n.º 1 do Feijó, Almada","Rua Garcia de Resende, 2810-068 ALMADA, Almada, Portugal",Rua Garcia de Resende,ALMADA,Almada,Setúbal,2810-068,Publico,Pré-escolar|1º Ciclo
293696,"Escola Básica de Massamá, Sintra","R. das Rosas, 2745-702 QUELUZ, Sintra, Portugal",R. das Rosas,QUELUZ,Sintra,Lisboa,2745-702,Publico,Pré-escolar|1º Ciclo
517859,Jardim de Infância Bambi - Santa Casa da Misericórdia de Oeiras,"Rua Joseph Bleck, n.º 31, 1495-724 CRUZ QUEBRADA-DAFUNDO, Oeiras, Portugal","Rua Joseph Bleck, n.º 31",CRUZ QUEBRADA-DAFUNDO,Oeiras,Lisboa,1495-724,Privado,Pré-escolar
296557,"Escola Básica Rómulo de Carvalho, S. Domingos de Rana, Cascais","Rua Francisco Sousa Tavares, 2785-320 SÃO DOMINGOS DE RANA, Cascais, Portugal",Rua Francisco Sousa Tavares,SÃO DOMINGOS DE RANA,Cascais,Lisboa,2785-320,Publico,Pré-escolar|1º Ciclo
645709,"Jardim de Infância do Lumiar, Lisboa","Rua Mário Sampaio Ribeiro, 1600-674 LISBOA, Lisboa, Portugal",Rua Mário Sampaio Ribeiro,LISBOA,Lisboa,Lisboa,1600-674,Publico,Pré-escolar
519509,Jardim Infantil C. Assist. Paroquial O Caracol,"R. Tomás De Almeida, 2845-388 AMORA, Seixal, Portugal",R. Tomás De Almeida,AMORA,Seixal,Setúbal,2845-388,Privado,Pré-escolar
806755,Jardim de Infância Geração de Mãos Dadas,"Avenida Padre Nabeto, n.º 4, 2950-113 PALMELA, Palmela, Portugal","Avenida Padre Nabeto, n.º 4",PALMELA,Palmela,Setúbal,2950-113,Privado,Pré-escolar
249701,"Escola Básica Professor Romeu Gil, Forte da Casa, Vila Franca de Xira","R. da Escola, 2625-452 FORTE DA CASA, Vila Franca de Xira, Portugal",R. da Escola,FORTE DA CASA,Vila Franca de Xira,Lisboa,2625-452,Publico,1º Ciclo
247480,"Escola Básica António Maria Bravo, Odivelas","R. Gil Eanes, 2675-360 ODIVELAS, Odivelas, Portugal",R. Gil Eanes,ODIVELAS,Odivelas,Lisboa,2675-360,Publico,1º Ciclo
345192,"Escola Básica de Pegões, Canha e Santo Isidro, Montijo","R. Humberto Cardoso, 2985-213 PEGÕES, Montijo, Portugal",R. Humberto Cardoso,PEGÕES,Montijo,Setúbal,2985-213,Publico,2º Ciclo|3º Ciclo
802707,Escola Profissional Agostinho Roseta - Sesimbra,"Rua Carlos César, n.º 3, 2970-000 SESIMBRA, Sesimbra, Portugal","Rua Carlos César, n.º 3",SESIMBRA,Sesimbra,Setúbal,2970-000,Privado,Profissional
803535,Jardim Infantil da Quinta Da Ponte,"Rua Carlos Arrojado - Quinta da Ponte, 2600-778 SÃO JOÃO DOS MONTES, Vila Franca de Xira, Portugal",Rua Carlos Arrojado - Quinta da Ponte,SÃO JOÃO DOS MONTES,Vila Franca de Xira,Lisboa,2600-778,Privado,Pré-escolar
254368,"Escola Básica n.º 5 da Baixa da Banheira, Moita","Av José Gomes Ferreira, 2835-133 BAIXA DA BANHEIRA, Moita, Portugal",Av José Gomes Ferreira,BAIXA DA BANHEIRA,Moita,Setúbal,2835-133,Publico,Pré-escolar|1º Ciclo
244673,"Escola Básica Visconde de Leceia, Leceia, Oeiras","Av. 25 de Abril, 2730-001 BARCARENA, Oeiras, Portugal",Av. 25 de Abril,BARCARENA,Oeiras,Lisboa,2730-001,Publico,Pré-escolar|1º Ciclo
400889,"Escola Secundária António Gedeão, Cova da Piedade, Almada","Alameda Guerra Junqueiro, 2814-503 ALMADA, Almada, Portugal",Alameda Guerra Junqueiro,ALMADA,Almada,Setúbal,2814-503,Publico,3º Ciclo|Secundário|Profissional
278580,"Escola Básica Branquinho da Fonseca, Cascais","R. dos Loureiros, 2750-001 CASCAIS, Cascais, Portugal",R. dos Loureiros,CASCAIS,Cascais,Lisboa,2750-001,Publico,Pré-escolar|1º Ciclo
803652,Jardim do Monte,"Estrada Nacional 248-3, n.º 37 - Quinta de São João dos Montes, 2600-866 SÃO JOÃO DOS MONTES, Vila Franca de Xira, Portugal","Estrada Nacional 248-3, n.º 37 - Quinta de São João dos Montes",SÃO JOÃO DOS MONTES,Vila Franca de Xira,Lisboa,2600-866,Privado,Pré-escolar|1º Ciclo|2º Ciclo
645722,"Jardim de Infância das Azenhas dos Tanoeiros, Mafra","Rua da Cruz, 2640-000 MAFRA, Mafra, Portugal",Rua da Cruz,MAFRA,Mafra,Lisboa,2640-000,Publico,Pré-escolar
246207,"Jardim de Infância da Cruz de Pau, Seixal","R. Luz Soreano - Urb Mateus, 2845-120 AMORA, Seixal, Portugal",R. Luz Soreano - Urb Mateus,AMORA,Seixal,Setúbal,2845-120,Publico,Pré-escolar
