stop_id,stop_name,tts_stop_name
030087,Av Brasil 51,Avenida Brasil 51
030088,Av Brasil 72B,Avenida Brasil 72 B
030089,Av Brasil (Escola),Avenida Brasil ( Escola )
030091,Av do Brasil 6,Avenida Do Brasil 6
030093,Av Gen Humberto Delgado 1,Avenida General Humberto Delgado 1
030095,Av Gen Humb Delgado (Supermercado),Avenida General Humberto Delgado ( Supermercado )
030097,Av Gen Humberto Delgado 122,Avenida General Humberto Delgado 122
030101,R Henrique Nogueira 12a (Jardim),Rua Henrique Nogueira 12 A ( Jardim )
030103,Bombeiros Volunt 4C (Mercado da Mina),Bombeiros Voluntários 4 C ( Mercado Da Mina )
030105,Av Com Luis Antonio Silva 62B,Avenida Com Luis Antonio Silva 62 B
030107,Av Brasil (Jardim Infantil),Avenida Brasil ( Jardim Infantil )
030109,Av Brasil (Fte Escola),Avenida Brasil ( Frente Escola )
030111,Reboleira (Estação),Reboleira ( Estação )
030113,Atalaia (Escola Secundária),Atalaia ( Escola Secundária )
030116,Av F Aerea Portug (X) Av Qta Grande,Cruzamento Entre Avenida F Aerea Portug E Avenida Quinta Grande
030117,Av F Aerea Portug (X) Av Qta Grande,Cruzamento Entre Avenida F Aerea Portug E Avenida Quinta Grande
030119,Amadora (Estação Norte),Amadora ( Estação Norte )
030121,Av Combatentes Grande Guerra 64,Avenida Combatentes Da Grande Guerra 64
030123,R Dr Azevedo Neves 96,Rua Doutor Azevedo Neves 96
030124,R Dr Azevedo Neves 96,Rua Doutor Azevedo Neves 96
030125,Av C Castro (X) Av Cottinelli Telmo,Cruzamento Entre Avenida C Castro E Avenida Cottinelli Telmo
030126,Av C Castro (X) Av Cottinelli Telmo,Cruzamento Entre Avenida C Castro E Avenida Cottinelli Telmo
030127,Av Cottinelli Telmo 36,Avenida Cottinelli Telmo 36
030128,Av Cottinelli Telmo 74,Avenida Cottinelli Telmo 74
030129,Av Fernando Valle 29,Avenida Fernando Valle 29
030130,Av Fernando Valle (Rotunda),Avenida Fernando Valle ( Rotunda )
030131,Av Fernando Valle 50,Avenida Fernando Valle 50
030132,Av Fernando Valle (X) Av Canto Castro,Cruzamento Entre Avenida Fernando Valle E Avenida Canto Castro
030133,R Franc Bugalho (X) Pcta Teix Gomes,Cruzamento Entre Rua Francisco Bugalho E Praceta Teix Gomes
030134,R F Bugalho (X) R Daniel Filipe,Cruzamento Entre Rua F Bugalho E Rua Daniel Filipe
030135,R Oliveira Martins 7C,Rua Oliveira Martins 7 C
030136,R Oliveira Martins 5A,Rua Oliveira Martins 5 A
030137,Estr Serra Mira 31,Estrada Serra Mira 31
030138,Estr Serra Mira 32,Estrada Serra Mira 32
030139,Estr Falagueira Fte 58a,Estrada Falagueira Frente 58 A
030141,Trav Qta Bolacha 3,Travessa Quinta Bolacha 3
030142,Trav Qta Bolacha 6,Travessa Quinta Bolacha 6
030143,R Qta Bolacha (Supermercado),Rua Quinta Bolacha ( Supermercado )
030144,R Qta Bolacha (Supermercado),Rua Quinta Bolacha ( Supermercado )
030145,R João Cristovão China 6,Rua João Cristovão China 6
030146,R Oliveiras 3,Rua Oliveiras 3
030147,R Octávio Pato (Junta Freguesia),Rua Octávio Pato ( Junta De Freguesia )
030149,R Octavio Pato 10,Rua Octavio Pato 10
030151,R Carlos Duarte Caneças 11,Rua Carlos Duarte Caneças 11
030152,R Carlos Duarte Caneças 9,Rua Carlos Duarte Caneças 9
030153,R Ant Duarte Caneças 2,Rua António Duarte Caneças 2
030154,R António Duarte Caneças 2,Rua António Duarte Caneças 2
030155,Amadora Este (Metro),Amadora Este ( Metro )
030157,Amadora Este (Metro),Amadora Este ( Metro )
030159,R Octavio Pato 5,Rua Octavio Pato 5
030161,R Octávio Pato Rotunda,Rua Octávio Pato Rotunda
030163,Estr Falagueira 60,Estrada Falagueira 60
030165,Estr Serra Mira (Móveis Salima),Estrada Serra Mira ( Móveis Salima )
030167,EB1 Artur M Simões,Escola Básica 1 Artur M Simões
030168,R Francisco Bugalho 6,Rua Francisco Bugalho 6
030169,R Luis Gomes 55,Rua Luis Gomes 55
030171,Av Marquês Pombal 44,Avenida Marquês Pombal 44
030173,R Bomb Volunt 27,Rua Bombeiros Voluntários 27
030175,R Vasco Lima Couto 10,Rua Vasco Lima Couto 10
030177,Casal São Brás,Casal São Brás
030179,R Moínho Galega 14,Rua Moínho Galega 14
030180,R Moínho Galega 14,Rua Moínho Galega 14
030181,R Cesar Oliveira 8,Rua Cesar Oliveira 8
030182,R Cesar Oliveira 6,Rua Cesar Oliveira 6
030183,R 17 Setembro 45A - PSP,Rua 17 Setembro 45 A - Polícia
030184,R 17 Setembro - PSP,Rua 17 Setembro - Polícia
030185,R 17 Set (Junta Freguesia),Rua 17 Setembro ( Junta De Freguesia )
030186,R 17 Set (X) Pcta M Boba - Jta Freg,Cruzamento Entre Rua 17 Setembro E Praceta M Boba - Junta De Freguesia
030187,Estr Serra da Mina 56A,Estrada Serra Da Mina 56 A
030188,EB 2/3 José Cardoso Pires,Escola Básica 2 / 3 José Cardoso Pires
030189,Estr Serra Mira (Fte Estal CMA),Estrada Serra Mira ( Frente Estaleiro Cma )
030191,Estr Serra Mira (Posto Combustível),Estrada Serra Mira ( Posto De Combustível )
030193,Moinhos Funcheira (X) S Mira,Cruzamento Entre Moinhos Funcheira E Santa Mira
030195,Av Liberdade 44A,Avenida Liberdade 44 A
030196,Av Liberdade 44A,Avenida Liberdade 44 A
030197,Av Revolução 20A,Avenida Revolução 20 A
030198,Av Revolução 20A,Avenida Revolução 20 A
030199,R 25 Abril 11,Rua 25 Abril 11
030201,R 25 Abril 52,Rua 25 Abril 52
030203,R D Dinis - Tras Central Elétrica,Rua Dom Dinis - Tras Central Elétrica
030204,R D Dinis - Iriscor,Rua Dom Dinis - Iriscor
030205,R Sto António Fte Lte 328,Rua Santo António Frente Lote 328
030206,R Sto António Lte 309,Rua Santo António Lote 309
030207,R D João V (X) R Pico,Cruzamento Entre Rua Dom João Quinto E Rua Pico
030209,R D João V 129,Rua Dom João Quinto 129
030211,R D João V 26,Rua Dom João Quinto 26
030213,Av L Pires (X) Pç Casal Carpinteiro,Cruzamento Entre Avenida L Pires E Praça Casal Carpinteiro
030214,Av Lucas Pires (X) Estrada da Central,Cruzamento Entre Avenida Lucas Pires E Estrada Da Central
030215,Av Lucas Pires 14,Avenida Lucas Pires 14
030216,Av Lucas Pires 14,Avenida Lucas Pires 14
030217,Av Amália Rodrigues 49,Avenida Amália Rodrigues 49
030218,Av Amália Rodrigues 73,Avenida Amália Rodrigues 73
030219,Av Amália Rodrigues 32,Avenida Amália Rodrigues 32
030221,Av D Armando Romão 13A,Avenida Dom Armando Romão 13 A
030222,Av D Armando Romão 14,Avenida Dom Armando Romão 14
030223,Av D F Piteira Santos (Supermercado),Avenida Dom F Piteira Santos ( Supermercado )
030225,Moinhos Funcheira (Rotunda),Moinhos Funcheira ( Rotunda )
030226,Moinhos Funcheira (Rotunda),Moinhos Funcheira ( Rotunda )
030227,Av D F Piteira Santos 16 (Superm),Avenida Dom F Piteira Santos 16 ( Superm )
030229,Av Amália Rodrigues 36,Avenida Amália Rodrigues 36
030231,R S Patricio 35,Rua São Patricio 35
030233,R S Patricio Qt 35 2,Rua São Patricio Quinta 35 2
030235,R S Patricio Qt 32 9,Rua São Patricio Quinta 32 9
030237,Av Dr Fernando Piteira Santos 71,Avenida Doutor Fernando Piteira Santos 71
030239,R 5 Outubro 9,Rua 5 Outubro 9
030241,Moinhos Funcheira (X) S Mira,Cruzamento Entre Moinhos Funcheira E Santa Mira
030243,Estr Serra Mira (Estaleiros CMA),Estrada Serra Mira ( Estaleiros Cma )
030245,R Comandante Ramiro Correia 14,Rua Comandante Ramiro Correia 14
030247,R Sebastião Gama 10,Rua Sebastião Gama 10
030248,R Sebastião Gama 10,Rua Sebastião Gama 10
030249,Av Marquês Pombal Fte 25,Avenida Marquês Pombal Frente 25
030251,Acesso à Brandoa (Campo Futebol),Acesso À Brandoa ( Campo Futebol )
030253,Casal Mira (Centro Comercial),Casal Mira ( Centro Comercial )
030255,Acesso Brandoa / C S Brás (C Futebol),Acesso Brandoa / C São Brás ( Campo Futebol )
030257,Estr Serra Mira 177A,Estrada Serra Mira 177 A
030259,Estr Serra Mira 244,Estrada Serra Mira 244
030261,Casal Mira,Casal Mira
030263,R 5 Outubro 11,Rua 5 Outubro 11
030265,R dos Lirios 7,Rua Dos Lirios 7
030266,R dos Lirios 4,Rua Dos Lirios 4
030267,R Ramiro Martins 9A,Rua Ramiro Martins 9 A
030269,R Alberto da Conceição Guerreiro 11,Rua Alberto Da Conceição Guerreiro 11
030270,R Alberto da Conceição Guerreiro 9b,Rua Alberto Da Conceição Guerreiro 9 B
030271,R Nova York (Eb J Garcês),Rua Nova York ( Escola Básica J Garcês )
030272,Casal Mira (Escola Primária),Casal Mira ( Escola Primária )
030273,Casal Mira (Centro Comercial),Casal Mira ( Centro Comercial )
030275,R Ramiro Martins (X) R Camélias,Cruzamento Entre Rua Ramiro Martins E Rua Camélias
030277,Estr Serra Mira 191,Estrada Serra Mira 191
030279,Estr Serra Mira 175,Estrada Serra Mira 175
030283,R Fontainhas (April),Rua Fontainhas ( April )
030284,R Fontainhas (April),Rua Fontainhas ( April )
030285,R Das Fontainhas (ED Areeiro),Rua Das Fontainhas ( Edifício Areeiro )
030286,R Das Fontainhas (ED Areeiro),Rua Das Fontainhas ( Edifício Areeiro )
030287,R Francisco Simões Carneiro 4,Rua Francisco Simões Carneiro 4
030288,R F Simoes Carneiro (Edif Areeiro),Rua F Simoes Carneiro ( Edifício Areeiro )
030289,Av Curry Cabral (X) R Élio Rego,Cruzamento Entre Avenida Curry Cabral E Rua Élio Rego
030290,Av Curry Cabral 13,Avenida Curry Cabral 13
030291,Av Chaby Pinheiro 3A,Avenida Chaby Pinheiro 3 A
030292,Av Chaby Pinheiro (CTT),Avenida Chaby Pinheiro ( Correios )
030293,R Padre António Vieira 30,Rua Padre António Vieira 30
030295,R D Nuno Álvares Pereira 19c,Rua Dom Nuno Álvares Pereira 19 C
030297,R Ant Augusto Custódio,Rua António Augusto Custódio
030299,R Elias Garcia (Portas de Benfica),Rua Elias Garcia ( Portas De Benfica )
030300,R Elias Garcia (Portas de Benfica),Rua Elias Garcia ( Portas De Benfica )
030301,R Elias Garcia 28C,Rua Elias Garcia 28 C
030302,R Elias Garcia 15,Rua Elias Garcia 15
030303,R Elias Garcia (Hipermercado),Rua Elias Garcia ( Hipermercado )
030305,R H Paiva Couceiro (X) R Lat Coelho,Cruzamento Entre Rua H Paiva Couceiro E Rua Lat Coelho
030307,R Latino Coelho 12B,Rua Latino Coelho 12 B
030311,Amadora (Hospital),Amadora ( Hospital )
030313,R Gonçalves Ramos,Rua Gonçalves Ramos
030315,Rua Pio XII,Rua Pio Doze
030317,Amadora (Estação Sul),Amadora ( Estação Sul )
030319,R Elias Garcia (Parque),Rua Elias Garcia ( Parque )
030322,Amadora (Hosp Luz),Amadora ( Hospital Luz )
030323,Amadora (Hosp Luz),Amadora ( Hospital Luz )
030325,R Elias Garcia Fte 323,Rua Elias Garcia Frente 323
030326,R Elias Garcia 323,Rua Elias Garcia 323
030327,R Elias Garcia (Fte Escolas),Rua Elias Garcia ( Frente Escolas )
030328,R Elias Garcia (Escolas),Rua Elias Garcia ( Escolas )
030329,Av Pedro Álvares Cabral 34,Avenida Pedro Álvares Cabral 34
030330,Av Pedro Álvares Cabral 37A,Avenida Pedro Álvares Cabral 37 A
030331,Av Cottinelli Telmo Lte 61,Avenida Cottinelli Telmo Lote 61
030333,Av Artur Semedo 66,Avenida Artur Semedo 66
030334,Av Gen Humberto Delgado (Estaleiro),Avenida General Humberto Delgado ( Estaleiro )
030335,António Nobre,António Nobre
030336,Av General Humberto Delgado,Avenida General Humberto Delgado
030337,Camilo Pessanha,Camilo Pessanha
030339,EB 1 Aprigio Gomes,Escola Básica 1 Aprigio Gomes
030343,Av Pedro Álvares Cabral 5,Avenida Pedro Álvares Cabral 5
030344,Av Pedro Álvares Cabral Fte 5,Avenida Pedro Álvares Cabral Frente 5
030345,Av D Nuno Álv Pereira (C Emprego),Avenida Dom Nuno Álvares Pereira ( Centro De Emprego )
030346,Av D Nuno Álv Pereira (C Emprego),Avenida Dom Nuno Álvares Pereira ( Centro De Emprego )
030347,Praça de Angola,Praça De Angola
030348,Praça de Angola,Praça De Angola
030349,Av Aljubarrota 1,Avenida Aljubarrota 1
030351,Av Aljubarrota 28,Avenida Aljubarrota 28
030353,Amadora (Bº Janeiro),Amadora ( Bairro Janeiro )
030355,Brandoa (Escola),Brandoa ( Escola )
030356,Av Ruy Luís Gomes (Fte Escola),Avenida Ruy Luís Gomes ( Frente Escola )
030357,R Liberdade 54,Rua Liberdade 54
030359,R Liberdade (X) R Tomás Kim,Cruzamento Entre Rua Liberdade E Rua Tomás Kim
030360,R Liberdade 63,Rua Liberdade 63
030361,R Liberdade (Escola),Rua Liberdade ( Escola )
030363,R Mª Amália Vaz Carvalho 23 (Escola),Rua Maria Amália Vaz Carvalho 23 ( Escola )
030365,Brandoa (Alto),Brandoa ( Alto )
030367,Brandoa (Alto),Brandoa ( Alto )
030369,R Joaquim Tim Tim Sitima 1,Rua Joaquim Tim Tim Sitima 1
030371,R Liberdade (Parque Infantil),Rua Liberdade ( Parque Infantil )
030373,R Luis Vaz Camões 46,Rua Luis Vaz Camões 46
030377,R 25 Abril 34,Rua 25 Abril 34
030379,R 25 Abril 522,Rua 25 Abril 522
030381,R Diogo Cão 833C,Rua Diogo Cão 833 C
030383,R Paiã (Largo),Rua Paiã ( Largo )
030385,R Paiã Lte 224,Rua Paiã Lote 224
030387,Largo 1º Maio,Largo Primeiro De Maio
030389,Av Ruy Luis Gomes (Posto Combust),Avenida Ruy Luis Gomes ( Posto De Combustível )
030390,Av Ruy Luis Gomes (Posto Combust),Avenida Ruy Luis Gomes ( Posto De Combustível )
030391,Av Ruy Luis Gomes (Alfornelos),Avenida Ruy Luis Gomes ( Alfornelos )
030393,R Capitães Abril 20,Rua Capitães Abril 20
030395,R Damião Góis (X) R P Hortensia Castro,Cruzamento Entre Rua Damião Góis E Rua P Hortensia Castro
030396,R Damião Góis (X) R P Hortensia Castro,Cruzamento Entre Rua Damião Góis E Rua P Hortensia Castro
030397,R Damião Góis 10,Rua Damião Góis 10
030398,R Damião Góis 10,Rua Damião Góis 10
030399,Alfornelos (Metro),Alfornelos ( Metro )
030400,R Capitães Abril,Rua Capitães Abril
030402,R Adriano Correia 2,Rua Adriano Correia 2
030403,Rotunda Qta Lilazes,Rotunda Quinta Lilazes
030405,R Indústrias (Fte Iefp),Rua Indústrias ( Frente Iefp )
030406,R Indústrias (Fte Iefp),Rua Indústrias ( Frente Iefp )
030407,Reboleira (Metro),Reboleira ( Metro )
030408,Reboleira (Metro),Reboleira ( Metro )
030409,Prç Teófilo Braga (Alfornelos Metro),Praça Teófilo Braga ( Alfornelos Metro )
030411,R Prof Mira Fernandes Fte 9,Rua Professora Mira Fernandes Frente 9
030413,Av Ruy Luis Gomes (Alfornelos),Avenida Ruy Luis Gomes ( Alfornelos )
030415,R Vasco Santana,Rua Vasco Santana
030417,R Almada Negreiros,Rua Almada Negreiros
030419,R Raul Brandão,Rua Raul Brandão
030421,Av Ruy Luis Gomes (Igreja),Avenida Ruy Luis Gomes ( Igreja )
030422,Av Ruy Luis Gomes (Igreja),Avenida Ruy Luis Gomes ( Igreja )
030423,R Fernão Mendes Pinto,Rua Fernão Mendes Pinto
030425,R Pêro Escobar 1,Rua Pêro Escobar 1
030427,R Pêro Escobar 2,Rua Pêro Escobar 2
030429,R Pêro Escobar 3,Rua Pêro Escobar 3
030431,R João Corte Real 1,Rua João Corte Real 1
030433,R João Corte Real 2,Rua João Corte Real 2
030435,R Paiã Lte 224,Rua Paiã Lote 224
030437,Amadora (Cemitério),Amadora ( Cemitério )
030439,R D António Luz (X) R Vitor Damas,Cruzamento Entre Rua Dom António Luz E Rua Vitor Damas
030441,R Baden Pawell 12,Rua Baden Pawell 12
030443,Av Cruz Vermelha (Rotunda),Avenida Cruz Vermelha ( Rotunda )
030445,Av D José I (Análises Clínicas),Avenida Dom José Primeiro ( Análises Clínicas )
030446,Av D José I 77,Avenida Dom José Primeiro 77
030447,Av João Paulo II (Praça Gama Pinto),Avenida João Paulo Segundo ( Praça Gama Pinto )
030448,Av João Paulo II (Pça Gama Pinto),Avenida João Paulo Segundo ( Praça Gama Pinto )
030449,R Madame Curie 16,Rua Madame Curie 16
030450,R Madame Curie 16,Rua Madame Curie 16
030451,Av Prof Dr António Flores 22,Avenida Professor Doutor António Flores 22
030453,R Prof Dr Ant Flores (X) R Quir Rosa,Cruzamento Entre Rua Professor Doutor António Flores E Rua Quirino Rosa
030454,R Prof Dr Ant Flores 4,Rua Professor Doutor António Flores 4
030455,R Dr Francisco Sá Carneiro,Rua Doutor Francisco Sá Carneiro
030457,Av Dom José (Supermercado),Avenida Dom José ( Supermercado )
030458,Av D José I (Supermercado),Avenida Dom José Primeiro ( Supermercado )
030459,Av D José I 7,Avenida Dom José Primeiro 7
030461,Av Dr José Pontes Fte 5,Avenida Doutor José Pontes Frente 5
030462,Av Dr José Pontes Fte 5,Avenida Doutor José Pontes Frente 5
030463,Av Dr José Pontes Fte 33,Avenida Doutor José Pontes Frente 33
030464,Av Dr José Pontes Fte 33,Avenida Doutor José Pontes Frente 33
030465,Av Alexandre Sales (Esc Secundária),Avenida Alexandre Sales ( Escola Secundária )
030467,Av Brito Pais (X) R Pais Ramos,Cruzamento Entre Avenida Brito Pais E Rua Pais Ramos
030469,Amadora (Estação Sul),Amadora ( Estação Sul )
030471,Casal Brancas (Entr),Casal Brancas ( Entr )
030473,Av Comandante Gomes Mota,Avenida Comandante Gomes Mota
030475,R Elias Garcia 362,Rua Elias Garcia 362
030477,R Luís Camões 9 (CTT),Rua Luís Camões 9 ( Correios )
030479,Av Aviação Portuguesa 21,Avenida Aviação Portuguesa 21
030481,Av Alexandre Sales (Esc Secundária),Avenida Alexandre Sales ( Escola Secundária )
030483,Av Dr José Pontes 11,Avenida Doutor José Pontes 11
030485,Clínica Stº António,Clínica Santo António
030487,Clínica Stº António,Clínica Santo António
030489,Av Dr Teófilo Carvalho dos Santos,Avenida Doutor Teófilo Carvalho Dos Santos
030491,R Herculano Carvalho 56,Rua Herculano Carvalho 56
030492,R Herculano de Carvalho 62 (Clinica),Rua Herculano De Carvalho 62 ( Clinica )
030493,R Herculano de Carvalho,Rua Herculano De Carvalho
030495,R Ary dos Santos (Supermercado),Rua Ary Dos Santos ( Supermercado )
030497,R Ary dos Santos,Rua Ary Dos Santos
030499,Av António Sérgio,Avenida António Sérgio
030501,R Che Guevara,Rua Che Guevara
030503,R Jorge Mina 13,Rua Jorge Mina 13
030505,Av P Himalaia (X) Av Mq Castelo Novo,Cruzamento Entre Avenida P Himalaia E Avenida Marquês Castelo Novo
030507,R Catarina Eufémia 2 (Centro Saúde),Rua Catarina Eufémia 2 ( Centro Saúde )
030509,Damaia Cima,Damaia Cima
030511,R Carvalho Araujo 25,Rua Carvalho Araujo 25
030513,Reboleira (Estação),Reboleira ( Estação )
030515,EN 117 (Supermercado),Estrada Nacional 117 ( Supermercado )
030516,EN 117 (Supermercado),Estrada Nacional 117 ( Supermercado )
030517,R Irmãos Siemens,Rua Irmãos Siemens
030519,Estr Seminário (Seminário),Estrada Seminário ( Seminário )
030521,Estr Alfragide 82,Estrada Alfragide 82
030522,Estr Alfragide 82,Estrada Alfragide 82
030523,Estr Alfragide (Confecções),Estrada Alfragide ( Confecções )
030525,Rua Alfredo Silva 1,Rua Alfredo Silva 1
030527,R Alfredo Silva (Editora),Rua Alfredo Silva ( Editora )
030529,Rua Alfredo Silva 3,Rua Alfredo Silva 3
030531,R D João V 38,Rua Dom João Quinto 38
030533,Av José Gomes Ferreira 13,Avenida José Gomes Ferreira 13
030535,Av Pangim 4,Avenida Pangim 4
030537,R Moínho Velho 3E,Rua Moínho Velho 3 E
030538,R Moínho Velho 3E,Rua Moínho Velho 3 E
030539,Av Aviação Portuguesa 18,Avenida Aviação Portuguesa 18
030541,Av Aviação Portuguesa (Escola),Avenida Aviação Portuguesa ( Escola )
030543,Av Conde Oeiras 1,Avenida Conde Oeiras 1
030545,Av José Gomes Ferreira 13,Avenida José Gomes Ferreira 13
030547,R Carlos Pinto Coelho 55,Rua Carlos Pinto Coelho 55
030549,Estr Zambujal (Pq Estacionamento),Estrada Zambujal ( Parque Estacionamento )
030550,Estr Zambujal (Pq Estacionamento),Estrada Zambujal ( Parque Estacionamento )
030551,Alfragide (Zona Industrial),Alfragide ( Zona Industrial )
030552,Alfragide (Zona Industrial),Alfragide ( Zona Industrial )
030553,Estr Zambujal (Escola),Estrada Zambujal ( Escola )
030554,Estr Zambujal (Escola),Estrada Zambujal ( Escola )
030555,Estr Zambujal (Escolas),Estrada Zambujal ( Escolas )
030557,Estr Zambujal 2,Estrada Zambujal 2
030558,Estr Zambujal 2,Estrada Zambujal 2
030559,Estr Zambujal (C Rainha Sta Isabel),Estrada Zambujal ( Casal Rainha Santa Isabel )
030560,Estr Zambujal 63 (C Rainha S Isabel),Estrada Zambujal 63 ( Casal Rainha Santa Isabel )
030561,Bº Zambujal,Bairro Zambujal
030563,Estr Zambujal (Escolas),Estrada Zambujal ( Escolas )
030567,Av D João V 32,Avenida Dom João Quinto 32
030571,EN 117 (Alfapark),Estrada Nacional 117 ( Alfapark )
030573,Estr Mun Cemitério (Rot Av Marconi),Estrada Municipal Cemitério ( Rotunda Avenida Marconi )
030574,Estr Mun Cemitério (Rot Av Marconi),Estrada Municipal Cemitério ( Rotunda Avenida Marconi )
030575,Av Marconi (Cemitério),Avenida Marconi ( Cemitério )
030576,Av Marconi (Cemitério),Avenida Marconi ( Cemitério )
030577,Av Conde São Marçal Fte 3,Avenida Conde São Marçal Frente 3
030578,Av Conde São Marçal 3,Avenida Conde São Marçal 3
030579,Av Almeida Garrett 76,Avenida Almeida Garrett 76
030580,Av Alm Garrett (X) Pct Raúl Brandão,Cruzamento Entre Avenida Almeida Garret E Praceta Raúl Brandão
030581,R Faustino Fonseca 2,Rua Faustino Fonseca 2
030583,Reboleira (Estação),Reboleira ( Estação )
030585,Av D Pedro V 3,Avenida Dom Pedro Quinto 3
030586,Av D Pedro V 3,Avenida Dom Pedro Quinto 3
030587,Av Leite Vasconcelos 2A,Avenida Leite Vasconcelos 2 A
030589,EN 250 (X) Casal Cambra,Cruzamento Entre Estrada Nacional 250 E Casal Cambra
030591,EN 250 (Qta Rosa Bacará),Estrada Nacional 250 ( Quinta Rosa Bacará )
030592,EN 250 (Qta Rosa Bacará),Estrada Nacional 250 ( Quinta Rosa Bacará )
030593,EN 250 (X) Estrada Águas Livres,Cruzamento Entre Estrada Nacional 250 E Estrada Águas Livres
030594,EN 250 (X) Estrada Águas Livres,Cruzamento Entre Estrada Nacional 250 E Estrada Águas Livres
030595,Estr Águas Livres (Esc S Silveira),Estrada Águas Livres ( Escola Santa Silveira )
030596,Estr Ág Livres155 (Escad S Silveira),Estrada Ág Livres 155 ( Escad Santa Silveira )
030597,Estr Ág Livres 155 (Cas S Vicente),Estrada Ág Livres 155 ( Cas São Vicente )
030598,Estr Ág Livres 155 (Cas S Vicente),Estrada Ág Livres 155 ( Cas São Vicente )
030599,Carenque (Lgo),Carenque ( Largo )
030600,Carenque (Lgo),Carenque ( Largo )
030601,Estr Salv Allende (Posto Combustivel),Estrada Salv Allende ( Posto De Combustivel )
030603,Praceta Miguel Cláudio 2,Praceta Miguel Cláudio 2
030604,R Elias Garcia (X) Est Salv Allende,Cruzamento Entre Rua Elias Garcia E Estação Salv Allende
030605,R Elias Garcia 103,Rua Elias Garcia 103
030606,Amadora (B Bosque),Amadora ( Bairro Bosque )
030607,R Elias Garcia 88,Rua Elias Garcia 88
030609,R Elias Garcia 43,Rua Elias Garcia 43
030611,Amadora Este (Metro),Amadora Este ( Metro )
030613,Av Eduardo Jorge 26,Avenida Eduardo Jorge 26
030615,Estr Águas Livres (X) A-da-beja,Cruzamento Entre Estrada Águas Livres E A-da-beja
030617,Praça D João I,Praça Dom João Primeiro
030620,Av D Nuno Álvares perreira 54,Avenida Dom Nuno Álvares Perreira 54
030621,Av D Nuno Álvares Pereira 35,Avenida Dom Nuno Álvares Pereira 35
030622,Av D Nuno Álvares Pereira 35,Avenida Dom Nuno Álvares Pereira 35
030623,Av Pedro Álvares Cabral (Escola),Avenida Pedro Álvares Cabral ( Escola )
030624,Av Pedro Álvares Cabral (Fte Escola),Avenida Pedro Álvares Cabral ( Frente Escola )
030625,Estr Central (Central Elétrica),Estrada Central ( Central Elétrica )
030626,Estr Central (X) Av Dr F Piteira Santos,Cruzamento Entre Estrada Central E Avenida Doutor F Piteira Santos
030627,Av Amália Rodrigues Fte 32,Avenida Amália Rodrigues Frente 32
030628,Av Amália Rodrigues 32,Avenida Amália Rodrigues 32
030631,Moinhos Funcheira (Mercado),Moinhos Funcheira ( Mercado )
030633,R Alexandre Pinheiro Torres 4A,Rua Alexandre Pinheiro Torres 4 A
030634,A da Beja (M Guizo) (X) R Alex P Tor,Cruzamento Entre A Da Beja ( M Guizo ) E Rua Alexandre P Tor
030635,Av José Saramago 7,Avenida José Saramago 7
030636,A da Beja (M Guizo) (X) Av J Saram,Cruzamento Entre A Da Beja ( M Guizo ) E Avenida José Saram
030637,Av José Saramago 14,Avenida José Saramago 14
030638,A da Beja (M Guizo) Av José Saram14,A Da Beja ( M Guizo ) Avenida José Saram 14
030639,Praceta Alice Ogando 21,Praceta Alice Ogando 21
030641,R Castelhana 55 (X) R J Augusto Costa,Cruzamento Entre Rua Castelhana 55 E Rua J Augusto Costa
030642,R Castelhana 55 (X) R J Augusto Costa,Cruzamento Entre Rua Castelhana 55 E Rua J Augusto Costa
030643,A-da-Beja (Fonte Sta),A-da-beja ( Fonte Santa )
030645,Largo Visconde Asseca (Coreto),Largo Visconde Asseca ( Coreto )
030647,R Horta Costa (X) R Ponte,Cruzamento Entre Rua Horta Costa E Rua Ponte
030648,R Horta Costa (X) R Ponte,Cruzamento Entre Rua Horta Costa E Rua Ponte
030651,R 13 Abril 48,Rua 13 Abril 48
030653,Av D Filipa de Lencastre,Avenida Dona Filipa De Lencastre
030654,Estrada Velha de Queluz (Amadora),Estrada Velha De Queluz ( Amadora )
030655,Av Manuel Alpedr (X) R Amilcar Cabral,Cruzamento Entre Avenida Manuel Alpedr E Rua Amilcar Cabral
030656,Av M Alpedr (X) R Amilcar Cabral,Cruzamento Entre Avenida M Alpedr E Rua Amilcar Cabral
030657,Av Manuel Alpedrinha (Escola),Avenida Manuel Alpedrinha ( Escola )
030658,Av Manuel Alpedrinha (Escola),Avenida Manuel Alpedrinha ( Escola )
030659,R António Aurélio Cora Ferreira 10,Rua António Aurélio Cora Ferreira 10
030661,R Manuel Cabanas 3,Rua Manuel Cabanas 3
030663,R Goa (X) R Duarte Pacheco Pereira,Cruzamento Entre Rua Goa E Rua Duarte Pacheco Pereira
030665,R João Mascarenhas 13A,Rua João Mascarenhas 13 A
030666,R João Mascarenhas 7,Rua João Mascarenhas 7
030667,Praceta Liberdade 58,Praceta Liberdade 58
030668,Damaia de Baixo,Damaia De Baixo
030669,R Duarte Pacheco Pereira 26,Rua Duarte Pacheco Pereira 26
030671,Estr Militar Fte 3,Estrada Militar Frente 3
030673,R Conde Tomar 2,Rua Conde Tomar 2
030675,Damaia (Est),Damaia ( Estação )
030677,Praça Marquês das Minas 4,Praça Marquês Das Minas 4
030678,Praça Marquês das Minas 2,Praça Marquês Das Minas 2
030679,Av Padre Himalaia 20,Avenida Padre Himalaia 20
