school_id,school_name,coordinates_lat,coordinates_lon
,,38.7951224,-9.171786299999999
,,38.7117181,-9.4163373
,,38.7079621,-9.2239705
,,38.6958952,-9.3288184
,,38.7149611,-9.1550253
,,38.801035,-9.4167522
,,38.7951711,-9.1086166
,,38.7550056,-9.2269658
,,38.7165121,-9.1280375
,,38.6904235,-9.3027296
,,38.74707069999999,-9.217278499999999
,,38.651377,-9.0590994
,,38.6922132,-9.352561999999999
,,38.7688286,-9.3028417
,,38.7947648,-9.1707214
,,38.7351975,-9.136573499999999
,,38.7905692,-9.193020299999999
,,38.6478086,-9.0398027
,,38.5721984,-8.8806914
,,38.708322,-9.21605
,,38.5247628,-8.8900983
,,38.8014449,-9.1911522
,,38.724007,-9.262435199999999
,,38.5212453,-8.8461575
,,38.8075418,-9.1917599
,,38.6711737,-9.178993799999999
,,38.6483272,-9.2336963
,,38.6516244,-9.06045
,,38.7049398,-8.9287457
,,38.6479106,-9.184247899999999
,,38.8696117,-9.0932821
,,39.0039556,-9.415839799999999
,,38.6294033,-9.0452248
,,38.6329496,-9.1702224
,,38.65332739999999,-9.148660099999999
,,38.7961756,-9.2184644
,,38.9271658,-9.0060904
,,38.8734863,-9.0827105
,,38.8722595,-9.3979509
,,38.7026942,-9.3890412
,,38.7663612,-9.115777999999999
,,38.7172896,-9.173123799999999
,,38.5272041,-8.8852592
,,38.868894,-9.062036899999999
,,38.7080758,-8.9790551
,,38.7323672,-9.2132765
,,38.7521789,-9.230529599999999
,,38.724213,-9.1371877
,,38.6703549,-9.2339213
,,39.4502522,-8.0238966
,,38.7174318,-9.4259503
,,38.730039,-9.1395689
,,38.6283569,-8.9124609
,,38.6978161,-9.2193481
,,38.7945623,-9.1932107
,,38.8188893,-9.1667962
,,38.6685372,-8.5874557
,,38.7032041,-9.2923903
,,38.7100003,-9.1452493
,,38.76003040000001,-9.2666535
,,38.71094360000001,-9.2424048
,,38.7204152,-9.1496873
,,38.7114339,-9.3036881
,,38.8536104,-9.326560299999999
,,38.6545988,-9.0381013
,,38.770028,-9.2967047
,,38.8291177,-9.16297
,,38.7641932,-9.277085699999999
,,41.3406373,-8.4783537
,,38.5708713,-8.900883799999999
,,38.723762,-9.1350573
,,38.7942717,-9.1944128
,,38.7561994,-9.2419012
,,38.5601802,-9.052261999999999
,,38.7096559,-9.1394956
,,38.7845758,-9.3289073
,,38.7991921,-9.2078516
,,38.8702684,-9.1223295
,,38.7899737,-9.2221156
,,38.5777434,-9.0807831
,,38.6002951,-9.1802983
,,38.7397284,-9.140119799999999
,,38.9983955,-8.9718634
,,38.76364770000001,-9.2630344
,,38.728244,-9.139270999999999
,,38.7358734,-9.148057699999999
,,38.62210719999999,-8.912242299999999
,,38.8368009,-9.0925958
,,38.5644243,-9.0683718
,,38.7506844,-9.2002287
,,38.6974557,-9.2985582
,,38.8354345,-9.088229
,,38.618645,-9.1244281
,,38.8231353,-9.2075588
,,38.7526956,-9.123998199999999
,,38.5227144,-8.8578092
,,38.7092268,-9.1711416
,,38.772765,-9.1902671
,,38.7932563,-9.169298
,,38.7129565,-9.436760999999999
,,38.7873735,-9.304070699999999
,,38.7474157,-9.181096799999999
,,38.7114989,-9.2306762
,,38.7570418,-9.2359022
,,38.63079,-9.191269499999999
,,38.523909,-8.8813781
,,38.7220545,-9.119038699999999
,,38.7334207,-9.2039239
,,38.7544826,-9.2526831
,,38.7511487,-9.2024244
,,38.8502982,-9.0800276
,,38.5267175,-8.8971152
,,38.7688724,-9.2186351
,,38.8068961,-9.1001438
,,38.767903,-9.1666007
,,38.6297262,-8.737454
,,38.828674,-9.1686789
,,38.70459630000001,-9.379235699999999
,,38.754618,-9.1450687
,,38.8142035,-9.3889851
,,38.711851,-9.4205045
,,38.7014049,-9.217965099999999
,,38.7081178,-8.9563325
,,38.7854418,-9.3463152
,,38.7554269,-9.137955999999999
,,38.7528571,-9.1495745
,,38.8718618,-9.058876699999999
,,38.5711862,-8.9092044
,,38.754383,-9.1501865
,,38.7690067,-9.1066258
,,38.6807512,-9.1585611
,,38.749676,-9.1955083
,,38.7106676,-9.3865772
,,38.8238206,-9.1439051
,,38.7450456,-9.3067573
,,38.713241,-9.134672799999999
,,38.7385706,-9.1466476
,,38.9041058,-9.1038564
,,38.7472164,-9.1360887
,,38.6687498,-9.1568581
,,38.67839499999999,-9.1532672
,,38.68897279999999,-9.3123304
,,38.5281785,-8.9090166
,,38.6450373,-9.2053088
,,38.7217336,-9.2462222
,,38.8239518,-9.1654216
,,38.7976355,-9.1903609
,,38.7543048,-9.1473257
,,38.8066473,-9.098739
,,38.6799937,-9.155007999999999
,,38.735703,-9.3614
,,38.6697608,-9.1610285
,,38.74529980000001,-9.1809125
,,38.6610874,-9.154780800000001
,,-17.0357856,-39.5301256
,,38.8136745,-9.1690744
,,38.7481117,-9.301765999999999
,,38.47374300000001,-9.0922123
,,38.7850148,-9.320926799999999
,,38.7593385,-9.1099734
,,38.6942262,-9.3273374
,,38.7171384,-9.254048599999999
,,38.726809,-9.2168174
,,38.5203995,-8.8474258
,,38.6560112,-9.063412399999999
,,38.8019585,-9.1639778
,,38.6815588,-9.1608466
,,38.7451096,-9.227012199999999
,,38.7046359,-9.177026399999999
,,38.9328768,-9.327861
,,38.7589769,-9.2278419
,,38.4488162,-9.103543799999999
,,38.6393954,-9.100849499999999
,,38.6665643,-9.1883511
,,38.7674621,-9.121086
,,38.7554526,-9.2506905
,,38.5694206,-8.8348959
,,38.8144219,-9.368424
,,38.700437,-9.42396
,,38.8106259,-9.163901599999999
,,38.8283714,-9.168979799999999
,,38.70743300000001,-9.206920199999999
,,38.7995291,-9.446823799999999
,,38.783788,-9.3369609
,,38.7239847,-9.0029117
,,38.778543,-9.2974778
,,38.6659581,-8.7364645
,,38.7911028,-9.179846999999999
,,38.7641737,-9.121708199999999
,,38.7064604,-8.962104499999999
,,38.7532488,-9.2132866
,,38.6295833,-9.0466716
,,38.5999203,-9.0194943
,,38.4687915,-9.093135799999999
,,38.8052441,-9.1646801
,,38.569378,-8.9441452
,,38.7310594,-9.215768299999999
,,38.7300835,-9.1298491
,,38.729357,-9.244955599999999
,,38.5550813,-9.0212948
,,38.62705529999999,-9.1168018
,,38.7919259,-9.1228313
,,38.6260233,-9.1620484
,,38.6517525,-8.9724998
,,38.7807794,-9.1063808
,,38.7061232,-9.158879299999999
,,38.70985599999999,-9.438734799999999
,,38.7859725,-9.0963449
,,38.9578731,-8.992337
,,38.7615023,-9.205328
,,38.7350882,-9.1585743
,,38.7118274,-9.1589297
,,38.7452503,-9.1137968
,,38.7140981,-9.1613676
,,38.7378377,-9.1292846
,,38.6904023,-9.329243
,,38.763439,-9.1634207
,,38.7168627,-9.4372771
,,38.52246150000001,-8.8611753
,,38.711273,-8.9679086
