stop_id,tts
070701,Rua José Duarte Morais 34 ( Sacavém )
070703,Cruzamento Entre ( Rua Salvador Allende ) E ( ( Rua Luís De Camões )
070705,Avenida Comunidades ( Sacavém )
070707,Santa Iria Azóia ( Estação )
070709,Avenida Santa Iria 8
070710,Avenida Santa Iria 8
070711,Rua Francisco Xavier 55
070712,Cruzamento Entre ( Rua Francisco Xavier 55 ) E ( Rua Diu )
070713,Rua Francisco Xavier 34
070714,Rua Francisco Xavier 34
070715,Rua Angola 6
070717,Rua Zeca Afonso 10 ( Urbanização Alto Eira )
070718,Rua Zeca Afonso 10 ( Urbanização Alto Eira )
070719,Estrada Cruzinha 15 ( Bairro Cativo )
070720,Estrada Cruzinha 15 ( Bairro Cativo )
070721,Rua Progresso 96 ( Bairro Courelas )
070722,Rua Progresso 96 ( Bairro Courelas )
070723,Rua Progresso 65 ( Bairro Courelas )
070724,Rua Progresso 65 ( Bairro Courelas )
070725,Rua Progresso 43 ( Bairro Courelas )
070726,Rua Progresso 43 ( Bairro Courelas )
070727,Rua Dom Pedro Quinto 3 ( Quinta Castelo )
070728,Rua Dom Pedro Quinto 3 ( Quinta Castelo )
070731,Rua Circunvalação 51
070733,Rua Circunvalação 342 ( Bairro Estacal Novo )
070734,Rua Circunvalação 342 ( Bairro Estacal Novo )
070735,Rua Circunvalação 74 ( Bairro Estacal Novo )
070736,Rua Circunvalação 74 ( Bairro Estacal Novo )
070737,Rua Heróis Grande Guerra 37 ( Urbanização Areeiro )
070738,Rua Heróis Grande Guerra 37 ( Urbanização Areeiro )
070739,Rua Dom Afonso Henriques 14 ( Centro Comercial )
070740,Rua Dom Afonso Henriques 14 ( Centro Comercial )
070742,Rua Dom Afonso Henriques 78
070743,Rua Dom Afonso Henriques 35
070745,Cruzamento Entre ( Rua Dom Afonso Henriques ) E ( B Fraternidade )
070747,Bairro Figueira ( Rua Mira Tejo )
070748,Cruzamento Entre ( Rua Dom Afonso Henriques ) E ( B Figueira )
070749,Rua António Ferreira 21
070751,Rua António Ferreira 3
070753,Estrada Nacional 10 ( Bairro Petrogal )
070754,Estrada Nacional 10 ( Bairro Petrogal )
070755,Estrada Nacional 10 ( Bairro Petrogal )
070757,Estrada Nacional 10 ( Bairro Petrogal )
070759,Cruzamento Entre ( Rua Dom Afonso Henriques ) E ( B Figueira )
070761,Cruzamento Entre ( Rua Dom Afonso Henriques ) ) E ( B Fraternidade )
070763,Rua Dom Afonso Henriques 68
070765,Rua Sociedade 305 ( Bairro Castelhana )
070767,Rua Brasil 59 ( Bairro Castelhana )
070769,Rua Circunvalação 58
070771,Rua Angola 22
070773,Rua Dom Nuno Alvares Pereira 4
070775,Rua Alvaro Manuel Roxo ( Jardim )
070777,Rua Escola 19 ( Vale Figueira )
070779,Rua Escola 19 ( Bairro Fraternidade )
070780,Rua Escola 10 ( Bairro Fraternidade )
070781,Rua Principal 5 ( Bairro Fraternidade )
070783,Cruzamento Entre ( Rua Principal ) E ( Rua Remédios )
070785,Praceta Combatentes 21 ( Igreja )
070787,Cruzamento Entre ( Rua Santa Justa ) E ( Rua Navegantes )
070788,Cruzamento Entre ( Rua Santa Justa ) E ( Rua Navegantes )
070789,Rua Norte 8 ( Bairro Bela Vista )
070790,Rua Norte 8 ( Bairro Bela Vista )
070791,Rua Bento Gonçalves 1
070793,Rua Mártires Tarrafal 43
070795,Rua Amílcar Cabral 3
070797,Rua Nossa Senhora Ajuda 5
070799,Rua Aristides Sousa Mendes
070801,Rua 25 De Abril 7 ( Centro De Saúde )
070807,Avenida 11 Março 84 ( Portela Azóia )
070809,Avenida 11 Março 66 ( Portela Azóia )
070811,Avenida 11 Março 37 ( Portela Azóia )
070813,Avenida 25 Abril 40 ( Portela Azóia )
070814,Avenida 25 Abril 40 ( Portela Azóia )
070815,Avenida 25 Abril 54 ( Portela Azóia )
070817,Estrada Nacional 115 ( Parque Urbano )
070819,Avenida Infante Santo ( Cemitério )
070820,Avenida Infante Santo ( Cemitério )
070821,Avenida Infante Santo 24
070822,Avenida Infante Santo 24
070823,Avenida Infante Santo ( Portela Azóia )
070825,Avenida Infante Santo 76
070829,Rua José Augusto Gouveia 12 ( Pirescoxe )
070830,Rua José Augusto Gouveia 12 ( Pirescoxe )
070831,Rua 10 Julho 22 ( Bairro Covina )
070832,Rua 10 Julho 22 ( Bairro Covina )
070833,Rua 10 Julho 3 ( Bairro Covina )
070834,Rua 10 Julho 3 ( Bairro Covina )
070835,Rua Santo Antão 2 ( Jardim )
070837,Rua 25 Abril 44 ( Santo Antão Tojal )
070838,Rua 25 Abril 44 ( Santo Antão Tojal )
070839,Rua Alfredo Dinis ( Chafariz )
070840,Rua Alfredo Dinis ( Chafariz )
070841,Rua Primeiro De Maio 52 ( São Julião Tojal )
070842,Rua Primeiro De Maio 52 ( São Julião Tojal )
070843,Rua Primeiro De Maio 95 ( São Julião Tojal )
070844,Rua Primeiro De Maio 95 ( São Julião Tojal )
070845,Rua Primeiro De Maio 109 ( São Julião Tojal )
070846,Rua Primeiro De Maio 109 ( São Julião Tojal )
070847,Rua Arquitecto Dias Coelho 10
070848,Rua Arquitecto Dias Coelho 10
070849,Rua Arquitecto Dias Coelho 23 ( Quinta Cruz )
070850,Rua Arquitecto Dias Coelho 23 ( Quinta Cruz )
070851,Estrada Nacional 115 - 5 ( Bairro Junqueira )
070853,Cruzamento Entre ( Avenida Santa Maria ) E ( Rua 5 ( Marl ) )
070855,Cruzamento Entre ( Avenida Santa Maria ) E ( Rua 11 ( Marl ) )
070857,Cruzamento Entre ( Avenida Nac ) E ( Rua 9 ( Marl ) )
070859,Cruzamento Entre ( Avenida Nac ) E ( Rua 5 ( Marl ) )
070861,Cruzamento Entre ( Avenida Nac ) E ( Rua 1 ( Marl ) )
070863,Cruzamento Entre ( Avenida Principal Rouco ) E ( Rua 4 ( Marl ) )
070864,Cruzamento Entre ( Avenida Principal Rouco ) E ( Rua 4 ( Marl ) )
070865,Cruzamento Entre ( Avenida Principal Rouco ) E ( Rua 10 ( Marl ) )
070867,Estrada Nacional 115 - 5 ( Parque Indústrial Arneiro )
070869,Rua Primeiro De Maio 57 ( São Julião Tojal )
070870,Rua Primeiro De Maio 57 ( São Julião Tojal )
070872,Rua Santo Antão 9 ( Parque Rl )
070874,Rua Santo António Zaire ( Escola )
070875,Rua Cidade De Lisboa 29 ( Bairro Angola )
070876,Rua Cidade De Lisboa 29 ( Bairro Angola )
070877,Estrada B São Francisco Bloco Cê
070878,Estrada B São Francisco Bloco Cê
070879,Rua Pêro Escobar 36 ( Escola )
070880,Rua Pêro Escobar 36 ( Escola )
070881,Cruzamento Entre ( Alto Mucharros ) E ( B São Francisco )
070883,Camarate ( Quinta Santa Rosa )
070884,Camarate ( Quinta Santa Rosa )
070885,Rua Eduardo Augusto Pinto 2 ( Correios )
070886,Rua Eduardo Augusto Pinto 2 ( Correios )
070887,Rua Eduardo Augusto Pinto 42 ( Chafariz )
070888,Rua Eduardo Augusto Pinto 42 ( Chafariz )
070889,Estrada Municipal 507 - 1 ( Escola ) ( Camarate )
070890,Estrada Municipal 507 - 1 ( Escola ) ( Camarate )
070891,Rua M Deolinda Rua G Ferreira ( Quinta Arieira )
070892,Rua M Deolinda Rua G Ferreira ( Quinta Arieira )
070893,Cruzamento Entre ( Rua Gregório Júlio Conceição ) E ( Urbanização Nova )
070894,Cruzamento Entre ( Rua Gregório Júlio Conceição ) E ( Urbanização Nova )
070895,Cruzamento Entre ( Rua G Júlio Conceição ) E ( Rua 28 Janeiro )
070896,Cruzamento Entre ( Rua G Júlio Conceição ) E ( Rua 28 Janeiro )
070897,Rua República 3 ( Bairro Bogalheira )
070898,Rua República 3 ( Bairro Bogalheira )
070899,Cruzamento Entre ( Estrada Militar ) E ( Rua Camélias )
070901,Cruzamento Entre ( Estrada Militar ) E ( Rua Indústria )
070903,Rua Indústria 39 ( Bairro São José )
070904,Rua Indústria 39 ( Bairro São José )
070905,Rua Santa Clara 47 ( Bairro São José )
070907,Rua Santa Clara 94 ( Bairro São José )
070908,Rua Santa Clara 94 ( Bairro São José )
070909,Rua Cemitério ( Escola )
070911,Rua Pêro Escobar 20 ( Alto Mucharros )
070913,Zambujal ( Bairro Carrasqueira ) Parque Urbano
070915,Zambujal ( Rua Fonte Velha )
070917,Largo António Sérgio ( Guárda Republicana )
070918,Largo António Sérgio ( Guárda Republicana )
070919,Rua República 4 ( Zambujal )
070920,Rua República 4 ( Zambujal )
070921,Cruzamento Entre ( Rua Doutor Alberto Alves Oliveira ) E ( Rua Ary Stos )
070922,Cruzamento Entre ( Rua Doutor Alberto Alves Oliveira ) E ( Rua Ary Stos )
070923,Rua Doutor Alberto Alves Oliveira 31
070924,Rua Doutor Alberto Alves Oliveira 31
070925,Estrada Zambujal ( Rotunda )
070926,Estrada Zambujal ( Rotunda )
070927,Rua Tazim ( Igreja )
070928,Rua Tazim ( Igreja )
070929,Rua Tazim 17
070930,Rua Tazim 17
070931,Cruzamento Entre ( Rua G Velho Cabral ) E ( B Olival Queimado )
070932,Cruzamento Entre ( Rua G Velho Cabral ) E ( B Olival Queimado )
070933,Cruzamento Entre ( Rua G Velho Cabral ) E ( Rua Gonçalves Zarco )
070934,Cruzamento Entre ( Rua G Velho Cabral ) E ( Rua Gonçalves Zarco )
070935,Rua Ribeirinha 2 ( Bairro Tazim )
070936,Rua Ribeirinha 2 ( Bairro Tazim )
070937,Cruzamento Entre ( São Julião Tojal ) E ( B Tazim )
070938,Cruzamento Entre ( São Julião Tojal ) E ( B Tazim )
070939,Zambujeiro Cruzamento
070940,Zambujeiro Cruzamento
070941,Rua São Roque 38
070942,Rua São Roque 38
070943,Cruzamento Entre ( São Roque ) E ( Á Das Lebres )
070944,Cruzamento Entre ( São Roque ) E ( Á Das Lebres )
070945,Estrada Nacional 115 49 ( Quinta Nova São Roque )
070946,Estrada Nacional 115 49 ( Quinta Nova São Roque )
070947,Rua Doutor Henrique Barbas Albuquerque 8
070949,Rua Funchal 77 ( Quinta Sacouto )
070950,Rua Funchal 77 ( Quinta Sacouto )
070951,Zambujal ( Rua Fonte Velha )
070953,Cruzamento Entre ( Zambujal ( Bairro Carrasqueira ) Rua Lírios ) E ( Rua Dálias )
070955,Rua Do Alecrim
070957,Rua Luís De Camões 1
070958,Rua Luís De Camões 1
070959,Largo Félix Da Silva Avelar Brotero 7
070960,Largo Félix Da Silva Avelar Brotero 7
070963,Rua Padre Américo Frente 37
070964,Rua Padre Américo 45
070965,Rua Tazim 20 ( Bairro Olival Queimado )
070966,Rua Tazim 20 ( Bairro Olival Queimado )
070967,Rua Sacadura Cabral 64 ( Bairro Olival Queimado )
070969,Rua Pinhal 8
070971,Rua Carcavelos
070973,Rua Marechal Carmona 11 ( Cruzamento Entre ( Sobral ) E ( Bucelas ) )
070974,Rua Marechal Carmona 11 ( Cruzamento Entre ( Bucelas ) E ( Sobral ) )
070975,Rua Marechal Carmona 13 ( Bucelas )
070976,Bucelas ( Casarão )
070977,Estrada Nacional 116 ( Fábrica )
070978,Rua Marechal Carmona 34 ( Bucelas )
070979,Estrada Nacional 116 ( Restaurante )
070980,Rua Marechal Carmona 52 ( Bucelas )
070981,Cruzamento Entre ( Estrada Nacional 116 ) E ( Caminho Do Picoto )
070982,Cruzamento Entre ( Freixial ) E ( Aviário )
070983,Rua Agostinho José Silva ( Posto De Combustível )
070984,Freixial ( Bombas )
070985,Cruzamento Entre ( Rua Agostinho José Silva ) E ( Estrada Ribas )
070986,Cruzamento Entre ( Rua Agostinho José Silva ) E ( Estrada Ribas )
070987,Freixial ( Centro )
070988,Freixial ( Centro )
070989,Cruzamento Entre ( Freixial ) E ( Rua Alves Redol )
070991,Rua República 56 ( Quinta Bela Vista )
070992,Quinta Bela Vista
070993,Rua República 8 ( Chamboeira )
070995,Rua República 30 ( Chamboeira )
070996,Chamboeira ( Rua República 30 )
070997,Rua República 35 ( Chamboeira )
070998,Chamboeira ( Rua República 35 )
070999,Chamboeira ( Rua República 49 )
071000,Rua República 49 ( Chamboeira )
071001,Cruzamento Entre ( Rua República ) E ( Rua Combatentes )
071003,Rua República 103 ( Chamboeira )
071004,Chamboeira ( Rua República 103 )
071005,Cruzamento Entre ( Estrada Nacional 116 ) E ( Casais Forno )
071006,Cruzamento Entre ( Estrada Nacional 116 ) E ( Casais Forno )
071007,Cruzamento Entre ( Chamboeira ( Rua República ) ) E ( ( Rua Saudade ) )
071009,Cruzamento Entre ( Freixial ) E ( Rua Alves Redol )
071010,Cruzamento Entre ( Freixial ) E ( Rua Alves Redol )
071011,Casainhos ( Rua 25 Abril 5 )
071014,Casainhos ( Rua Catarina Eufémia 1 )
071015,Casainhos ( Rua General Humberto Delgado 1 )
071017,Rua Luís De Camões 3 ( Casainhos )
071018,Rua Luís De Camões 3 ( Casainhos )
071019,Rua Artur Domingos Simões 1 ( Fanhões )
071021,Largo Igreja ( Fanhões )
071023,Rua Monte Esperança 38 ( Fanhões )
071025,Rua Bartol Cunha Robalo 2 ( Fanhões )
071027,Pinteus ( Rua Alfredo Caldeira )
071029,Pinteus ( Rua Alexandre Herculano )
071030,Pinteus ( Rua Alexandre Herculano )
071031,Estrada Pinteus ( Grupo Empresarial )
071033,Estrada Pinteus ( Grupo Empresarial )
071035,Pinteus ( Rua Humberto Delgado 2 )
071037,Casainhos ( Rua Luís De Camões 44 )
071039,Casainhos ( Rua João Simões Castelo 26 )
071042,Casainhos ( Rua Primeiro De Maio 20 )
071043,Casainhos ( Rua 25 Abril ) Campo Futebol
071044,Rua 25 Abril 25 ( Casainhos )
071045,Torre Besoeira ( Rua Luís De Camões 1 )
071046,Cruzamento Entre ( Rua Manuel Pedro Franco ) E ( Rua Luís De Camões )
071047,Rua M Pedro Franco 59 ( Torre Besoeira )
071048,Rua M Pedro Franco 59 ( Torre Besoeira )
071049,Rua Casais Monte Gordo
071050,Rua Casais Monte Gordo
071051,Rua Das Azenhas 126
071052,Rua Das Azenhas 126
071053,Rua Do Pinhal 8
071054,Rua Do Pinhal 8
071055,Cruzamento Entre ( Rua Carcavelos ) E ( Rua Principal )
071057,Cruzamento Entre ( Rua Pinhal ) E ( Rua Monte Gordo )
071059,Caminho Municipal 1205 ( Casal Oliveiras )
071060,Caminho Municipal 1205 ( Casal Oliveiras )
071061,Rua Herois Ultramar 25
071062,Rua Herois Ultramar 25
071063,Avenida Carlos Teixeira ( Rotunda )
071067,Rua Combatentes Ultramar ( Ferro Velho )
071068,Rua Combatentes Ultramar ( Ferro Velho )
071069,Cruzamento Entre ( Estrada Nacional 8 ) E ( Campo Tiro )
071070,Cruzamento Entre ( Estrada Nacional 8 ) E ( Campo Tiro )
071071,Estrada Nacional 8 5 ( Ponte Lousa )
071072,Estrada Nacional 8 5 ( Ponte Lousa )
071077,Rua Herois Ultramar 55
071078,Rua Herois Ultramar 55
071080,Rua Herois Ultramar
071081,Rua Herois Ultramar 181
071082,Rua Herois Ultramar 181
071083,Rua Herois Ultramar 202
071084,Rua Herois Ultramar 202
071086,Rua Herois Ultramar ( Campo Futebol )
071087,Rua Herois Ultramar ( Ponte )
071088,Rua Herois Ultramar ( Ponte )
071089,Cruzamento Entre ( Estrada Nacional 8 ) E ( Rua Carrasqueiras Salemas )
071090,Cruzamento Entre ( Estrada Nacional 8 ) E ( Rua Carrasqueiras Salemas )
071091,Rua Herois Ultramar 3 Á
071092,Rua Herois Ultramar 3 Á
071093,Rua Herois Ultramar 100 ( Escola )
071094,Cruzamento Entre ( Rua Herois Ultramar ) E ( Carvalheiro )
071095,Rua Herois Ultramar 79 Cê
071096,Rua Herois Ultramar 79 Cê
071097,Rua Herois Ultramar 132
071098,Rua Herois Ultramar 132
071100,Rua Herois Ultramar 167
071101,Rua Herois Ultramar 234
071102,Rua Herois Ultramar 234
071103,Rua Herois Ultramar 203
071104,Rua Herois Ultramar 203
071105,Rua Herois Ultramar ( Lavadouro )
071106,Rua Herois Ultramar ( Lavadouro )
071107,Rua Herois Ultramar 251
071108,Rua Herois Ultramar 251
071109,Rua Herois Ultramar 315
071110,Rua Herois Ultramar 315
071111,Cruzamento Entre ( Rua Herois Ultramar ) E ( Cê Monte Gordo )
071112,Cruzamento Entre ( Rua Herois Ultramar ) E ( Cê Monte Gordo )
071113,Rua Herois Ultramar 224
071114,Rua Herois Ultramar 224
071115,Rua Herois Ultramar 28
071116,Rua Herois Ultramar 28
071117,Estrada Nacional 374 - 2 4 ( Lousa )
071118,Estrada Nacional 374 - 2 4 ( Lousa )
071119,Estrada Nacional 374 - 2 ( Lousa )
071120,Estrada Nacional 374 - 2 ( Lousa )
071121,Estrada Nacional 374 - 2 5 ( Lousa )
071122,Estrada Nacional 374 - 2 5 ( Lousa )
071123,Estrada Nacional 374 - 2 ( Cabeço Montáchique )
071124,Estrada Nacional 374 - 2 ( Cabeço Montáchique )
071125,Rua Da Fonte ( Rua Da Liberdade )
071126,Rua Da Fonte ( Rua Da Liberdade )
071127,Rua Da Fonte ( Travessa Do União )
071128,Rua Da Fonte ( Travessa Do União )
071129,Rua Da Fonte ( Rua Da Carreirinha )
071130,Rua Da Fonte ( Rua Da Carreirinha )
071131,Rua Sacadura Cabral 22 ( Jardim )
071132,Rua Sacadura Cabral 22 ( Jardim )
071133,Rua Comandante Sacadura Cabral 1
071134,Rua Comandante Sacadura Cabral 1
071137,Rua Almirante Gago Coutinho 99
071139,Rua Almirante Gago Coutinho 77
071141,Rua Almirante Gago Coutinho 119
071143,Santo António Cavaleiros Cruzamento
071144,Santo António Cavaleiros Cruzamento
071145,Cruzamento Entre ( Rua Vergílio Ferreira ) E ( Rua Laura Ayres )
071146,Cruzamento Entre ( Rua Vergílio Ferreira ) E ( Rua Laura Ayres )
071147,Bucelas ( Chafariz )
071148,Bucelas ( Chafariz )
071149,Estrada Nacional 115 ( Quilómetro 74 )
071150,Estrada Nacional 115 ( Quilómetro 74 )
071151,Ponte Rio Trancão
071153,Cruzamento Entre ( Trancão ) E ( Zambujal )
071154,Cruzamento Entre ( Trancão ) E ( Zambujal )
071155,Estrada Nacional 115 ( Restaurante )
071157,Estrada Nacional 115 ( Rotunda )
071159,São Julião Tojal ( Oficinas )
071160,São Julião Tojal ( Oficinas )
071161,Rua Casal Reis ( Rotunda )
071162,Rua Casal Reis ( Rotunda )
071163,Avenida 25 Abril ( Urbanização Jardim Amoreiras )
071165,Estrada Nacional 115 ( Rotunda )
071167,Estrada Nacional 115 ( Restaurante )
071169,Ponte Rio Trancão
071171,Rua Major Rosa Bastos 58 ( Montemor )
071172,Rua Major Rosa Bastos 58 ( Montemor )
071173,Rua Major Rosa Bastos 21 ( Montemor )
071174,Rua Major Rosa Bastos 21 ( Montemor )
071175,Estrada Nacional 250 ( Pedreiras ) ( Montemor )
071176,Estrada Nacional 250 ( Pedreiras ) ( Montemor )
071177,Rua Major Rosa Bastos 13 ( Montemor )
071178,Rua Major Rosa Bastos 13 ( Montemor )
071179,Rua Joaquim Augusto Dias ( Casal Paradela )
071181,Rua Augusto Dias Silva 98 ( Externato )
071183,Cruzamento Entre ( Rua 4 Outubro ) E ( Rua José P Lourenço )
071184,Cruzamento Entre ( Rua 4 Outubro ) E ( Rua José P Lourenço )
071185,Rua 4 Outubro 8 ( Casal Paradela )
071187,Rua M Helena Vieira Silva 217
071190,Rua Cidade Loures 40 ( Zona Comercial )
071191,Portela Cruzamento
071192,Portela Cruzamento
071193,Rua Movimento Das Forças Armadas 1
071195,Cruzamento Entre ( Quintanilho ) E ( ( Rua Fernando Lopes Graça )
071197,Estrada Nacional 115 ( Casal Do Rosal )
071201,Avenida Santa Iria ( Pass Sup )
071202,Avenida Santa Iria ( Pass Sup )
071203,Largo São Francisco Xavier
071204,Largo São Francisco Xavier
071205,Rua Gaspar Lopes 16
071207,Rua Rainha Santa 10
071209,Cruzamento Entre ( Rua Olival Serra 53 ) E ( Rua Rainha Santa )
071211,Rua Sidónio Pais 24 Á
071212,Rua Sidónio Pais 24 Á
071213,Rua Vladimir Ilitch Lenine 1
071215,Rua Olival Da Serra 53
071217,Rua Chafariz 2 Á
071219,Rua Jarros ( Bairro Petrogal )
071221,Rua Dom Manuel Primeiro 24 ( Escola )
071223,Largo Infante Dom Henrique 7
071225,Rua Alfredo Vitorino Costa 54 ( Escola )
071226,Rua Alfredo Vitorino Costa 54 ( Escola )
071227,Rua Alfredo Vitorino Costa 88 ( Bairro Maroitas )
071229,Rua Alfredo Vitorino Costa ( Rotunda )
071230,Rua Alfredo Vitorino Costa ( Rotunda )
071231,Cruzamento Entre ( Avenida 25 Abril ) E ( Rua Pedro Soares )
071232,Cruzamento Entre ( Avenida 25 Abril ) E ( Rua Pedro Soares )
071233,Avenida Infante Santo 73 ( Portela Azóia )
071234,Avenida Infante Santo 73 ( Portela Azóia )
071235,Rua Alto Cruzinha 54
071236,Rua Alto Cruzinha 54
071237,Rua Angola 136 ( Campo Futebol )
071238,Rua Angola 136 ( Campo Futebol )
071239,Cruzamento Entre ( Estrada Nacional 10 ) E ( Rua Jose Freitas Branco )
071241,Estrada Nacional 10 95 ( Zona Industrial )
071242,Estrada Nacional 10 95 ( Zona Industrial )
071243,Largo Pirescoxe 14 ( Parque )
071245,Rua Alfredo Vitorino Costa 88 ( Bairro Maroitas )
071247,Rua Alfredo Vitorino Costa 20 ( Vale Figueira )
071249,Rua Horácio Costa Moreira 190 ( Bobadela )
071251,Rua Dom Manuel Primeiro 24 ( Escola )
071253,Cruzamento Entre ( Avenida 25 Abril ) E ( B São Lourenço )
071254,Cruzamento Entre ( Avenida 25 Abril ) E ( B São Lourenço )
071255,Avenida Dom Afonso Albuquerque ( Parque )
071256,Avenida Dom Afonso Albuquerque ( Parque )
071257,Avenida Dom Afonso Albuquerque ( Supermercado )
071258,Avenida Dom Afonso Albuquerque ( Supermercado )
071259,Estrada Municipal 539 - 3 52 ( A-dos-cãos )
071260,Estrada Municipal 539 - 3 52 ( A-dos-cãos )
071267,Avenida Conde Avranches 26
071269,Rua Guerra Junqueiro 11 ( Cidade Nova )
071270,Rua Guerra Junqueiro 11 ( Cidade Nova )
071271,Romeira Cima
071273,Rua Marquês De Pombal ( Terminal Rl )
071275,Rua Estado Índia 55 ( Sacavém )
071276,Rua Estado Índia 55 ( Sacavém )
071277,Práça República ( ( Estação ) Serviço )
071279,Rua Luís De Camões 13 ( Bobadela )
071281,Rua Alfredo Vitorino Costa 55
071282,Rua Alfredo Vitorino Costa 55
071283,Avenida Infante Santo 50 ( Portela Azóia )
071284,Avenida Infante Santo 50 ( Portela Azóia )
071285,Rua Castelo 24 ( Pirescoxe )
071287,Rua Vale Flor 1 ( Via Rara )
071288,Rua Vale Flor 1 ( Via Rara )
071289,Rua Olival 31 ( Via Rara )
071290,Rua Olival 31 ( Via Rara )
071291,Rua Capitão Henrique Galvão 23 ( Bairro Ariola )
071292,Rua Capitão Henrique Galvão 23 ( Bairro Ariola )
071293,Rua Salgueiro Maia ( Bairro Manuel Diniz )
071295,Práça República ( Igreja )
071297,Cruzamento Entre ( Estrada Militar ) E ( Rua João Da Caparícaítulo )
071298,Cruzamento Entre ( Estrada Militar ) E ( Rua João Da Caparícaítulo )
071299,Rua Arpalas 238 ( Fetais )
071300,Rua Arpalas 242 ( Fetais )
071301,Rua Arpalas 21 ( Escola )
071302,Rua Arpalas 21 ( Escola )
071303,Estrada Militar 28 ( Bairro Grilo )
071304,Estrada Militar 28 ( Bairro Grilo )
071305,Cruzamento Entre ( Estrada Militar 28 ) E ( B Mira Loures )
071306,Cruzamento Entre ( Estrada Militar 28 ) E ( B Mira Loures )
071307,Cruzamento Entre ( Rua 25 Abril ) E ( Rua 4 Outubro )
071308,Cruzamento Entre ( Rua 25 Abril ) E ( Rua 4 Outubro )
071309,Rua Luís De Camões 68 ( Olival Basto )
071311,Avenida De Moscavide 30
071313,Estrada Nacional 6 - 11 ( Zona Comercial )
071315,Estrada Nacional 6 - 11 ( Correios )
071316,Estrada Nacional 6 - 11 ( Bairro Trapézio )
071317,Cruzamento Entre ( Rua Bartolomeu Dias ) E ( Rua Miguel Ângelo )
071319,Cruzamento Entre ( Avenida Forças Armadas ) E ( Rua Bartolomeu Dias )
071321,Cruzamento Entre ( Avenida Forças Armadas ) E ( Rua 25 Dezembro )
071322,Cruzamento Entre ( Avenida Forças Armadas ) E ( Rua 25 Dezembro )
071323,Cruzamento Entre ( Avenida Forças Armadas ) E ( Rua Liberdade )
071325,Avenida Forças Armadas 10 ( Bairro Miradouro )
071327,Avenida Forças Armadas 409 ( Bairro Queimadas )
071329,Avenida Forças Armadas ( Mercado )
071331,Estrada Nacional 6 - 11 ( Zona Comercial )
071332,Z Comercial ( Moscavide )
071333,Cruzamento Entre ( Avenida Forças Armadas ) E ( Rua Cemitério )
071335,Estrada Militar 497 ( Quinta Granja )
071336,Estrada Militar 497 ( Quinta Granja )
071337,Estrada Militar ( Cabeço Aguieira )
071339,Estrada Militar ( Cabeço Aguieira )
071341,Largo Espírito Santo ( Igreja ) ( Bucelas )
071343,Cruzamento Entre ( Rua Bartolomeu Dias ) E ( Rua Florb Espanca )
071345,Rua Bartolomeu Dias 50 ( Bairro Coroas )
071347,Avenida Forças Armadas 160 ( Bairro Queimadas )
071349,Avenida Forças Armadas ( Centro Comercial )
071351,Avenida Forças Armadas 112 ( Bairro Miradouro )
071353,Avenida Forças Armadas 14 ( Bairro Miradouro )
071355,Cruzamento Entre ( Avenida Comunidades ) E ( Rua António Spínola )
071357,Cruzamento Entre ( Estrada Militar ) E ( Rua Humberto Delgado )
071358,Cruzamento Entre ( Estrada Militar ) E ( Rua Humberto Delgado )
071359,Cruzamento Entre ( Estrada Militar ) E ( Rua Santiago )
071360,Cruzamento Entre ( Estrada Militar ) E ( Rua Santiago )
071361,Cruzamento Entre ( Avenida José Afonso 18 ) E ( Rua And Corvo )
071362,Cruzamento Entre ( Avenida José Afonso 18 ) E ( Rua And Corvo )
071363,Avenida José Afonso 5 ( Bairro Quinta Fonte )
071364,Avenida José Afonso 4 ( Bairro Quinta Fonte )
071365,Estrada São Paulo ( Apelação )
071366,Estrada São Paulo ( Apelação )
071367,Cruzamento Entre ( Avenida 25 Abril ) E ( Estrada São Paulo )
071368,Cruzamento Entre ( Avenida 25 Abril ) E ( Estrada São Paulo )
071369,Avenida 25 Abril 1 ( Bairro Sousas )
071370,Avenida 25 Abril 1 ( Bairro Sousas )
071371,Cruzamento Entre ( Avenida 25 Abril ) E ( Rua Figueiras )
071372,Cruzamento Entre ( Avenida 25 Abril ) E ( Rua Vinha Grande )
071373,Rua Bombeiros Voluntários Camarate 4
071375,Rua Fundadores ( Azinhaga Rego )
071377,Rua Cidade Lisboa 6 ( Centro De Saúde )
071378,Rua Cidade Lisboa 6 ( Centro De Saúde )
071379,Cruzamento Entre ( Estrada Militar 223 ) E ( Rua J Augusto Gouveia )
071380,Cruzamento Entre ( Estrada Militar 223 ) E ( Rua J Augusto Gouveia )
071381,Avenida Brasilia 91 ( Apelação )
071382,Avenida Brasilia 91 ( Apelação )
071383,Cruzamento Entre ( Rua Liberdade ) E ( Rua Alfredo Lima )
071385,Rua Liberdade 57 Á ( Bairro Santiago )
071387,Rua Ivone Silva 1 ( Camarate )
071389,Rua Natália Correia ( Parque Desportivo )
071391,Rua Noruega 73 ( Camarate )
071393,Rua M Manuela H Marono 9 ( Escola )
071394,Rua M Manuela H Marono 9 ( Escola )
071395,Rua Salvador Allende 4 ( Sacavém )
071396,Rua Salvador Allende 4 ( Sacavém )
071397,Rua Francisco Marques Beato ( Moscavide )
071399,Rua Liberdade 25 ( Bairro Santiago )
071403,Cruzamento Entre ( Avenida Brasilia ) E ( Rua Henrique Barbosa )
071404,Cruzamento Entre ( Avenida Brasilia ) E ( Rua Henrique Barbosa )
